"","CageID","Date","Days_in_Trt","weeks_of_age","Tot_Consumed_g","Consumption","Production","Side","Tier","Distance_from_door","Treatment","Position","Block"
"550",4001,2008-11-06,157,42.1429,1161,77.4,0.97143,1,4,8,19,"back","1.4.back"
"551",4001,2008-12-09,190,46.8571,982,65.467,0.88571,1,4,8,19,"back","1.4.back"
"552",4001,2009-01-01,213,50.1429,1115,74.333,0.91429,1,4,8,19,"back","1.4.back"
"553",4001,2009-01-29,241,54.1429,754,50.267,0.85714,1,4,8,19,"back","1.4.back"
"554",4001,2009-02-26,269,58.1429,1329,88.6,0.88571,1,4,8,19,"back","1.4.back"
"555",4001,2009-03-30,301,62.7143,749,49.933,0.71429,1,4,8,19,"back","1.4.back"
"556",4001,2009-04-23,325,66.1429,864,57.6,0.85714,1,4,8,19,"back","1.4.back"
"557",3997,2008-05-23,-10,18.2857,1066,71.067,NA,1,4,9,21.5,"back","1.4.back"
"558",3997,2008-06-19,17,22.1429,872,58.133,0.71429,1,4,9,21.5,"back","1.4.back"
"559",3997,2008-07-25,53,27.2857,1310,87.333,0.82857,1,4,9,21.5,"back","1.4.back"
"560",3997,2008-08-18,77,30.7143,816,54.4,0.71429,1,4,9,21.5,"back","1.4.back"
"561",3997,2008-09-11,101,34.1429,1336,89.067,0.94286,1,4,9,21.5,"back","1.4.back"
"562",3997,2008-10-10,130,38.2857,1263,84.2,0.94286,1,4,9,21.5,"back","1.4.back"
"563",3997,2008-11-06,157,42.1429,1115,74.333,0.85714,1,4,9,21.5,"back","1.4.back"
"564",3997,2008-12-09,190,46.8571,929,61.933,0.62857,1,4,9,21.5,"back","1.4.back"
"565",3997,2009-01-01,213,50.1429,1319,87.933,0.71429,1,4,9,21.5,"back","1.4.back"
"566",3997,2009-01-29,241,54.1429,927,61.8,0.57143,1,4,9,21.5,"back","1.4.back"
"567",3997,2009-02-26,269,58.1429,1415,94.333,0.6,1,4,9,21.5,"back","1.4.back"
"568",3997,2009-03-30,301,62.7143,971,64.733,0.57143,1,4,9,21.5,"back","1.4.back"
"569",3997,2009-04-23,325,66.1429,1083,72.2,0.71429,1,4,9,21.5,"back","1.4.back"
"570",3993,2008-05-23,-10,18.2857,1056,70.4,NA,1,4,10,14,"back","1.4.back"
"571",3993,2008-06-19,17,22.1429,1320,88,0.94286,1,4,10,14,"back","1.4.back"
"572",3993,2008-07-25,53,27.2857,1367,91.133,0.97143,1,4,10,14,"back","1.4.back"
"573",3993,2008-08-18,77,30.7143,1406,93.733,0.85714,1,4,10,14,"back","1.4.back"
"574",3993,2008-09-11,101,34.1429,1518,101.2,1.02857,1,4,10,14,"back","1.4.back"
"575",3993,2008-10-10,130,38.2857,1671,111.4,0.94286,1,4,10,14,"back","1.4.back"
"576",3993,2008-11-06,157,42.1429,1509,100.6,0.97143,1,4,10,14,"back","1.4.back"
"577",3993,2008-12-09,190,46.8571,1336,89.067,0.77143,1,4,10,14,"back","1.4.back"
"578",3993,2009-01-01,213,50.1429,1426,95.067,0.82857,1,4,10,14,"back","1.4.back"
"579",3993,2009-01-29,241,54.1429,1176,78.4,0.82857,1,4,10,14,"back","1.4.back"
"580",3993,2009-02-26,269,58.1429,1632,108.8,0.71429,1,4,10,14,"back","1.4.back"
"581",3993,2009-03-30,301,62.7143,1505,100.333,0.77143,1,4,10,14,"back","1.4.back"
"582",3993,2009-04-23,325,66.1429,1403,93.533,0.88571,1,4,10,14,"back","1.4.back"
"583",3989,2008-05-23,-10,18.2857,1347,89.8,NA,1,4,11,16.5,"back","1.4.back"
"584",3989,2008-06-19,17,22.1429,615,41,0.77143,1,4,11,16.5,"back","1.4.back"
"585",3989,2008-07-25,53,27.2857,1196,79.733,0.97143,1,4,11,16.5,"back","1.4.back"
"586",3989,2008-08-18,77,30.7143,1187,79.133,0.82857,1,4,11,16.5,"back","1.4.back"
"587",3989,2008-09-11,101,34.1429,1364,90.933,0.97143,1,4,11,16.5,"back","1.4.back"
"588",3989,2008-10-10,130,38.2857,1551,103.4,0.88571,1,4,11,16.5,"back","1.4.back"
"589",3989,2008-11-06,157,42.1429,1131,75.4,0.88571,1,4,11,16.5,"back","1.4.back"
"590",3989,2008-12-09,190,46.8571,990,66,0.85714,1,4,11,16.5,"back","1.4.back"
"591",3989,2009-01-01,213,50.1429,1186,79.067,0.85714,1,4,11,16.5,"back","1.4.back"
"592",3989,2009-01-29,241,54.1429,864,57.6,0.65714,1,4,11,16.5,"back","1.4.back"
"593",3989,2009-02-26,269,58.1429,1303,86.867,0.85714,1,4,11,16.5,"back","1.4.back"
"594",3989,2009-03-30,301,62.7143,1063,70.867,0.8,1,4,11,16.5,"back","1.4.back"
"595",3989,2009-04-23,325,66.1429,1175,78.333,0.74286,1,4,11,16.5,"back","1.4.back"
"596",3985,2008-05-23,-10,18.2857,1276,85.067,NA,1,4,12,11.5,"back","1.4.back"
"597",3985,2008-06-19,17,22.1429,1178,78.533,0.8,1,4,12,11.5,"back","1.4.back"
"598",3985,2008-07-25,53,27.2857,1651,110.067,0.91429,1,4,12,11.5,"back","1.4.back"
"599",3985,2008-08-18,77,30.7143,1316,87.733,0.97143,1,4,12,11.5,"back","1.4.back"
"600",3985,2008-09-11,101,34.1429,1660,110.667,1,1,4,12,11.5,"back","1.4.back"
"601",3985,2008-10-10,130,38.2857,1518,101.2,0.82857,1,4,12,11.5,"back","1.4.back"
"602",3985,2008-11-06,157,42.1429,1341,89.4,0.94286,1,4,12,11.5,"back","1.4.back"
"603",3985,2008-12-09,190,46.8571,1293,86.2,0.85714,1,4,12,11.5,"back","1.4.back"
"604",3985,2009-01-01,213,50.1429,1540,102.667,1,1,4,12,11.5,"back","1.4.back"
"605",3985,2009-01-29,241,54.1429,1472,98.133,0.88571,1,4,12,11.5,"back","1.4.back"
"606",3985,2009-02-26,269,58.1429,1583,105.533,0.88571,1,4,12,11.5,"back","1.4.back"
"607",3985,2009-03-30,301,62.7143,1438,95.867,0.71429,1,4,12,11.5,"back","1.4.back"
"608",3985,2009-04-23,325,66.1429,1341,89.4,0.65714,1,4,12,11.5,"back","1.4.back"
"609",4035,2008-05-23,-10,18.2857,1137,75.8,NA,2,1,1,21.5,"front","2.1.front"
"610",4035,2008-06-19,17,22.1429,1296,86.4,0.97143,2,1,1,21.5,"front","2.1.front"
"611",4035,2008-07-25,53,27.2857,1181,78.733,0.88571,2,1,1,21.5,"front","2.1.front"
"612",4035,2008-08-18,77,30.7143,1187,79.133,0.94286,2,1,1,21.5,"front","2.1.front"
"613",4035,2008-09-11,101,34.1429,1384,92.267,0.97143,2,1,1,21.5,"front","2.1.front"
"614",4035,2008-10-10,130,38.2857,1416,94.4,1,2,1,1,21.5,"front","2.1.front"
"615",4035,2008-11-06,157,42.1429,1268,84.533,1.02857,2,1,1,21.5,"front","2.1.front"
"616",4035,2008-12-09,190,46.8571,1325,88.333,0.74286,2,1,1,21.5,"front","2.1.front"
"617",4035,2009-01-01,213,50.1429,1359,90.6,1,2,1,1,21.5,"front","2.1.front"
"618",4035,2009-01-29,241,54.1429,1420,94.667,1.02857,2,1,1,21.5,"front","2.1.front"
"619",4035,2009-02-26,269,58.1429,1513,100.867,0.85714,2,1,1,21.5,"front","2.1.front"
"620",4035,2009-03-30,301,62.7143,1205,80.333,0.74286,2,1,1,21.5,"front","2.1.front"
"621",4035,2009-04-23,325,66.1429,1340,89.333,0.88571,2,1,1,21.5,"front","2.1.front"
"622",4039,2008-05-23,-10,18.2857,1282,85.467,NA,2,1,2,16.5,"front","2.1.front"
"623",4039,2008-06-19,17,22.1429,940,62.667,0.8,2,1,2,16.5,"front","2.1.front"
"624",4039,2008-07-25,53,27.2857,1276,85.067,0.97143,2,1,2,16.5,"front","2.1.front"
"625",4039,2008-08-18,77,30.7143,1274,84.933,0.94286,2,1,2,16.5,"front","2.1.front"
"626",4039,2008-09-11,101,34.1429,1021,68.067,0.88571,2,1,2,16.5,"front","2.1.front"
"627",4039,2008-10-10,130,38.2857,1206,80.4,0.91429,2,1,2,16.5,"front","2.1.front"
"628",4039,2008-11-06,157,42.1429,1066,71.067,0.91429,2,1,2,16.5,"front","2.1.front"
"629",4039,2008-12-09,190,46.8571,1282,85.467,0.85714,2,1,2,16.5,"front","2.1.front"
"630",4039,2009-01-01,213,50.1429,1330,88.667,0.97143,2,1,2,16.5,"front","2.1.front"
"631",4039,2009-01-29,241,54.1429,1134,75.6,0.91429,2,1,2,16.5,"front","2.1.front"
"632",4039,2009-02-26,269,58.1429,1477,98.467,0.97143,2,1,2,16.5,"front","2.1.front"
"633",4039,2009-03-30,301,62.7143,1129,75.267,0.85714,2,1,2,16.5,"front","2.1.front"
"634",4039,2009-04-23,325,66.1429,1013,67.533,0.77143,2,1,2,16.5,"front","2.1.front"
"635",4043,2008-05-23,-10,18.2857,1064,70.933,NA,2,1,3,19,"front","2.1.front"
"636",4043,2008-06-19,17,22.1429,1208,80.533,0.85714,2,1,3,19,"front","2.1.front"
"637",4043,2008-07-25,53,27.2857,1251,83.4,1,2,1,3,19,"front","2.1.front"
"638",4043,2008-08-18,77,30.7143,1163,77.533,0.91429,2,1,3,19,"front","2.1.front"
"639",4043,2008-09-11,101,34.1429,1044,69.6,0.91429,2,1,3,19,"front","2.1.front"
"640",4043,2008-10-10,130,38.2857,1274,84.933,0.94286,2,1,3,19,"front","2.1.front"
"641",4043,2008-11-06,157,42.1429,1118,74.533,1,2,1,3,19,"front","2.1.front"
"642",4043,2008-12-09,190,46.8571,1199,79.933,0.85714,2,1,3,19,"front","2.1.front"
"643",4043,2009-01-01,213,50.1429,1177,78.467,0.94286,2,1,3,19,"front","2.1.front"
"644",4043,2009-01-29,241,54.1429,1068,71.2,0.82857,2,1,3,19,"front","2.1.front"
"645",4043,2009-02-26,269,58.1429,1410,94,0.88571,2,1,3,19,"front","2.1.front"
"646",4043,2009-03-30,301,62.7143,1188,79.2,0.91429,2,1,3,19,"front","2.1.front"
"647",4043,2009-04-23,325,66.1429,1166,77.733,0.82857,2,1,3,19,"front","2.1.front"
"648",4047,2008-05-23,-10,18.2857,1010,67.333,NA,2,1,4,11.5,"front","2.1.front"
"649",4047,2008-06-19,17,22.1429,1157,77.133,0.77143,2,1,4,11.5,"front","2.1.front"
"650",4051,2008-05-23,-10,18.2857,960,64,NA,2,1,5,14,"front","2.1.front"
"651",4051,2008-06-19,17,22.1429,1344,89.6,0.77143,2,1,5,14,"front","2.1.front"
"652",4051,2008-07-25,53,27.2857,1270,84.667,0.97143,2,1,5,14,"front","2.1.front"
"653",4051,2008-08-18,77,30.7143,1285,85.667,0.74286,2,1,5,14,"front","2.1.front"
"654",4051,2008-09-11,101,34.1429,1417,94.467,1,2,1,5,14,"front","2.1.front"
"655",4051,2008-10-10,130,38.2857,1412,94.133,0.91429,2,1,5,14,"front","2.1.front"
"656",4051,2008-11-06,157,42.1429,1266,84.4,0.91429,2,1,5,14,"front","2.1.front"
"657",4051,2008-12-09,190,46.8571,1449,96.6,0.77143,2,1,5,14,"front","2.1.front"
"658",4051,2009-01-01,213,50.1429,1478,98.533,0.94286,2,1,5,14,"front","2.1.front"
"659",4051,2009-01-29,241,54.1429,1452,96.8,0.74286,2,1,5,14,"front","2.1.front"
"660",4051,2009-02-26,269,58.1429,1619,107.933,0.85714,2,1,5,14,"front","2.1.front"
"661",4051,2009-03-30,301,62.7143,1510,100.667,0.77143,2,1,5,14,"front","2.1.front"
"662",4051,2009-04-23,325,66.1429,1411,94.067,0.82857,2,1,5,14,"front","2.1.front"
"663",4055,2008-05-23,-10,18.2857,1224,81.6,NA,2,1,6,24,"front","2.1.front"
"664",4055,2008-06-19,17,22.1429,1536,102.4,0.8,2,1,6,24,"front","2.1.front"
"665",4055,2008-07-25,53,27.2857,1720,114.667,0.94286,2,1,6,24,"front","2.1.front"
"666",4055,2008-08-18,77,30.7143,1360,90.667,0.91429,2,1,6,24,"front","2.1.front"
"667",4055,2008-09-11,101,34.1429,1540,102.667,1.02857,2,1,6,24,"front","2.1.front"
"668",4055,2008-10-10,130,38.2857,1563,104.2,0.94286,2,1,6,24,"front","2.1.front"
"669",4055,2008-11-06,157,42.1429,1394,92.933,0.94286,2,1,6,24,"front","2.1.front"
"670",4055,2008-12-09,190,46.8571,1277,85.133,0.8,2,1,6,24,"front","2.1.front"
"671",4055,2009-01-01,213,50.1429,1531,102.067,1.11429,2,1,6,24,"front","2.1.front"
"672",4055,2009-01-29,241,54.1429,1741,116.067,0.94286,2,1,6,24,"front","2.1.front"
"673",4055,2009-02-26,269,58.1429,1759,117.267,0.91429,2,1,6,24,"front","2.1.front"
"674",4055,2009-03-30,301,62.7143,1631,108.733,0.82857,2,1,6,24,"front","2.1.front"
"675",4055,2009-04-23,325,66.1429,1388,92.533,0.74286,2,1,6,24,"front","2.1.front"
"676",4059,2008-05-23,-10,18.2857,1170,78,NA,2,1,7,16.5,"back","2.1.back"
"677",4059,2008-06-19,17,22.1429,1392,92.8,0.88571,2,1,7,16.5,"back","2.1.back"
"678",4059,2008-07-25,53,27.2857,1580,105.333,0.97143,2,1,7,16.5,"back","2.1.back"
"679",4059,2008-08-18,77,30.7143,1327,88.467,0.88571,2,1,7,16.5,"back","2.1.back"
"680",4059,2008-09-11,101,34.1429,1553,103.533,1.02857,2,1,7,16.5,"back","2.1.back"
"681",4059,2008-10-10,130,38.2857,1484,98.933,0.94286,2,1,7,16.5,"back","2.1.back"
"682",4059,2008-11-06,157,42.1429,1361,90.733,0.88571,2,1,7,16.5,"back","2.1.back"
"683",4059,2008-12-09,190,46.8571,1524,101.6,0.82857,2,1,7,16.5,"back","2.1.back"
"684",4059,2009-01-01,213,50.1429,1539,102.6,0.94286,2,1,7,16.5,"back","2.1.back"
"685",4059,2009-01-29,241,54.1429,1521,101.4,1.05714,2,1,7,16.5,"back","2.1.back"
"686",4059,2009-02-26,269,58.1429,1682,112.133,0.88571,2,1,7,16.5,"back","2.1.back"
"687",4059,2009-03-30,301,62.7143,1534,102.267,0.88571,2,1,7,16.5,"back","2.1.back"
"688",4059,2009-04-23,325,66.1429,1502,100.133,0.91429,2,1,7,16.5,"back","2.1.back"
"689",4063,2008-05-23,-10,18.2857,1317,87.8,NA,2,1,8,21.5,"back","2.1.back"
"690",4063,2008-06-19,17,22.1429,861,57.4,0.74286,2,1,8,21.5,"back","2.1.back"
"691",4063,2008-07-25,53,27.2857,427,28.467,0,2,1,8,21.5,"back","2.1.back"
"692",4063,2008-08-18,77,30.7143,1233,82.2,0.82857,2,1,8,21.5,"back","2.1.back"
"693",4063,2008-09-11,101,34.1429,1435,95.667,1.02857,2,1,8,21.5,"back","2.1.back"
"694",4063,2008-10-10,130,38.2857,1336,89.067,0.77143,2,1,8,21.5,"back","2.1.back"
"695",4063,2008-11-06,157,42.1429,1320,88,0.91429,2,1,8,21.5,"back","2.1.back"
"696",4063,2008-12-09,190,46.8571,1291,86.067,0.77143,2,1,8,21.5,"back","2.1.back"
"697",4063,2009-01-01,213,50.1429,1268,84.533,0.94286,2,1,8,21.5,"back","2.1.back"
"698",4063,2009-01-29,241,54.1429,1390,92.667,0.71429,2,1,8,21.5,"back","2.1.back"
"699",4063,2009-02-26,269,58.1429,1423,94.867,0.74286,2,1,8,21.5,"back","2.1.back"
"700",4063,2009-03-30,301,62.7143,1209,80.6,0.74286,2,1,8,21.5,"back","2.1.back"
"701",4063,2009-04-23,325,66.1429,1254,83.6,0.82857,2,1,8,21.5,"back","2.1.back"
"702",4067,2008-05-23,-10,18.2857,1072,71.467,NA,2,1,9,11.5,"back","2.1.back"
"703",4067,2008-06-19,17,22.1429,1451,96.733,0.82857,2,1,9,11.5,"back","2.1.back"
"704",4067,2008-07-25,53,27.2857,1023,68.2,0.94286,2,1,9,11.5,"back","2.1.back"
"705",4067,2008-08-18,77,30.7143,1335,89,0.97143,2,1,9,11.5,"back","2.1.back"
"706",4067,2008-09-11,101,34.1429,1468,97.867,0.91429,2,1,9,11.5,"back","2.1.back"
"707",4067,2008-10-10,130,38.2857,1589,105.933,0.97143,2,1,9,11.5,"back","2.1.back"
"708",4067,2008-11-06,157,42.1429,1271,84.733,0.91429,2,1,9,11.5,"back","2.1.back"
"709",4067,2008-12-09,190,46.8571,1471,98.067,0.82857,2,1,9,11.5,"back","2.1.back"
"710",4067,2009-01-01,213,50.1429,1369,91.267,0.91429,2,1,9,11.5,"back","2.1.back"
"711",4067,2009-01-29,241,54.1429,1216,81.067,0.77143,2,1,9,11.5,"back","2.1.back"
"712",4067,2009-02-26,269,58.1429,1704,113.6,0.85714,2,1,9,11.5,"back","2.1.back"
"713",4067,2009-03-30,301,62.7143,1473,98.2,0.8,2,1,9,11.5,"back","2.1.back"
"714",4067,2009-04-23,325,66.1429,1393,92.867,0.77143,2,1,9,11.5,"back","2.1.back"
"715",4071,2008-05-23,-10,18.2857,1113,74.2,NA,2,1,10,19,"back","2.1.back"
"716",4071,2008-06-19,17,22.1429,1091,72.733,0.71429,2,1,10,19,"back","2.1.back"
"717",4071,2008-07-25,53,27.2857,1718,114.533,0.94286,2,1,10,19,"back","2.1.back"
"718",4071,2008-08-18,77,30.7143,1353,90.2,0.91429,2,1,10,19,"back","2.1.back"
"719",4071,2008-09-11,101,34.1429,1481,98.733,0.88571,2,1,10,19,"back","2.1.back"
"720",4071,2008-10-10,130,38.2857,1444,96.267,0.91429,2,1,10,19,"back","2.1.back"
"721",4071,2008-11-06,157,42.1429,1320,88,0.88571,2,1,10,19,"back","2.1.back"
"722",4071,2008-12-09,190,46.8571,1366,91.067,0.85714,2,1,10,19,"back","2.1.back"
"723",4071,2009-01-01,213,50.1429,1378,91.867,0.94286,2,1,10,19,"back","2.1.back"
"724",4071,2009-01-29,241,54.1429,1303,86.867,0.91429,2,1,10,19,"back","2.1.back"
"725",4071,2009-02-26,269,58.1429,1438,95.867,0.8,2,1,10,19,"back","2.1.back"
"726",4071,2009-03-30,301,62.7143,1422,94.8,0.77143,2,1,10,19,"back","2.1.back"
"727",4071,2009-04-23,325,66.1429,1415,94.333,0.74286,2,1,10,19,"back","2.1.back"
"728",4075,2008-05-23,-10,18.2857,1581,105.4,NA,2,1,11,24,"back","2.1.back"
"729",4075,2008-06-19,17,22.1429,1410,94,0.97143,2,1,11,24,"back","2.1.back"
"730",4075,2008-07-25,53,27.2857,1685,112.333,0.94286,2,1,11,24,"back","2.1.back"
"731",4075,2008-08-18,77,30.7143,1293,86.2,0.8,2,1,11,24,"back","2.1.back"
"732",4075,2008-09-11,101,34.1429,1289,85.933,1,2,1,11,24,"back","2.1.back"
"733",4075,2008-10-10,130,38.2857,1417,94.467,0.88571,2,1,11,24,"back","2.1.back"
"734",4075,2008-11-06,157,42.1429,1312,87.467,1.02857,2,1,11,24,"back","2.1.back"
"735",4075,2008-12-09,190,46.8571,1519,101.267,0.85714,2,1,11,24,"back","2.1.back"
"736",4075,2009-01-01,213,50.1429,1499,99.933,1,2,1,11,24,"back","2.1.back"
"737",4075,2009-01-29,241,54.1429,1686,112.4,0.91429,2,1,11,24,"back","2.1.back"
"738",4075,2009-02-26,269,58.1429,1579,105.267,0.85714,2,1,11,24,"back","2.1.back"
"739",4075,2009-03-30,301,62.7143,1516,101.067,0.77143,2,1,11,24,"back","2.1.back"
"740",4075,2009-04-23,325,66.1429,1429,95.267,0.88571,2,1,11,24,"back","2.1.back"
"741",4079,2008-05-23,-10,18.2857,1298,86.533,NA,2,1,12,14,"back","2.1.back"
"742",4079,2008-06-19,17,22.1429,1744,116.267,0.54286,2,1,12,14,"back","2.1.back"
"743",4079,2008-07-25,53,27.2857,1407,93.8,0.85714,2,1,12,14,"back","2.1.back"
"744",4079,2008-08-18,77,30.7143,1403,93.533,0.88571,2,1,12,14,"back","2.1.back"
"745",4079,2008-09-11,101,34.1429,1350,90,0.91429,2,1,12,14,"back","2.1.back"
"746",4079,2008-10-10,130,38.2857,1495,99.667,0.88571,2,1,12,14,"back","2.1.back"
"747",4079,2008-11-06,157,42.1429,1359,90.6,0.85714,2,1,12,14,"back","2.1.back"
"748",4079,2008-12-09,190,46.8571,1432,95.467,0.8,2,1,12,14,"back","2.1.back"
"749",4079,2009-01-01,213,50.1429,1441,96.067,0.88571,2,1,12,14,"back","2.1.back"
"750",4079,2009-01-29,241,54.1429,1464,97.6,0.74286,2,1,12,14,"back","2.1.back"
"751",4079,2009-02-26,269,58.1429,1361,90.733,0.6,2,1,12,14,"back","2.1.back"
"752",4079,2009-03-30,301,62.7143,1433,95.533,0.68571,2,1,12,14,"back","2.1.back"
"753",4079,2009-04-23,325,66.1429,1388,92.533,0.65714,2,1,12,14,"back","2.1.back"
"754",4126,2008-05-23,-10,18.2857,956,63.733,NA,2,2,1,11.5,"front","2.2.front"
"755",4126,2008-06-19,17,22.1429,1099,73.267,0.8,2,2,1,11.5,"front","2.2.front"
"756",4126,2008-07-25,53,27.2857,1123,74.867,1,2,2,1,11.5,"front","2.2.front"
"757",4126,2008-08-18,77,30.7143,1132,75.467,0.85714,2,2,1,11.5,"front","2.2.front"
"758",4126,2008-09-11,101,34.1429,1215,81,0.97143,2,2,1,11.5,"front","2.2.front"
"759",4126,2008-10-10,130,38.2857,1611,107.4,0.97143,2,2,1,11.5,"front","2.2.front"
"760",4126,2008-11-06,157,42.1429,1262,84.133,0.85714,2,2,1,11.5,"front","2.2.front"
"761",4126,2008-12-09,190,46.8571,1347,89.8,0.94286,2,2,1,11.5,"front","2.2.front"
"762",4126,2009-01-01,213,50.1429,1507,100.467,0.85714,2,2,1,11.5,"front","2.2.front"
"763",4126,2009-01-29,241,54.1429,1399,93.267,0.91429,2,2,1,11.5,"front","2.2.front"
"764",4126,2009-02-26,269,58.1429,1580,105.333,0.85714,2,2,1,11.5,"front","2.2.front"
"765",4126,2009-03-30,301,62.7143,1549,103.267,0.74286,2,2,1,11.5,"front","2.2.front"
"766",4126,2009-04-23,325,66.1429,1307,87.133,0.82857,2,2,1,11.5,"front","2.2.front"
"767",4122,2008-05-23,-10,18.2857,1182,78.8,NA,2,2,2,21.5,"front","2.2.front"
"768",4122,2008-06-19,17,22.1429,1351,90.067,0.8,2,2,2,21.5,"front","2.2.front"
"769",4122,2008-07-25,53,27.2857,1618,107.867,0.94286,2,2,2,21.5,"front","2.2.front"
"770",4122,2008-08-18,77,30.7143,949,63.267,0.88571,2,2,2,21.5,"front","2.2.front"
"771",4122,2008-09-11,101,34.1429,1050,70,0.97143,2,2,2,21.5,"front","2.2.front"
"772",4122,2008-10-10,130,38.2857,1242,82.8,0.82857,2,2,2,21.5,"front","2.2.front"
"773",4122,2008-11-06,157,42.1429,924,61.6,0.88571,2,2,2,21.5,"front","2.2.front"
"774",4122,2008-12-09,190,46.8571,967,64.467,0.82857,2,2,2,21.5,"front","2.2.front"
"775",4122,2009-01-01,213,50.1429,1136,75.733,1.02857,2,2,2,21.5,"front","2.2.front"
"776",4122,2009-01-29,241,54.1429,782,52.133,0.85714,2,2,2,21.5,"front","2.2.front"
"777",4122,2009-02-26,269,58.1429,1280,85.333,0.82857,2,2,2,21.5,"front","2.2.front"
"778",4122,2009-03-30,301,62.7143,854,56.933,0.74286,2,2,2,21.5,"front","2.2.front"
"779",4122,2009-04-23,325,66.1429,923,61.533,0.82857,2,2,2,21.5,"front","2.2.front"
"780",4118,2008-05-23,-10,18.2857,1395,93,NA,2,2,3,24,"front","2.2.front"
"781",4118,2008-06-19,17,22.1429,1144,76.267,0.82857,2,2,3,24,"front","2.2.front"
"782",4118,2008-07-25,53,27.2857,1228,81.867,0.94286,2,2,3,24,"front","2.2.front"
"783",4118,2008-08-18,77,30.7143,1011,67.4,0.94286,2,2,3,24,"front","2.2.front"
"784",4118,2008-09-11,101,34.1429,1375,91.667,0.91429,2,2,3,24,"front","2.2.front"
"785",4118,2008-10-10,130,38.2857,1285,85.667,0.85714,2,2,3,24,"front","2.2.front"
"786",4118,2008-11-06,157,42.1429,1149,76.6,0.94286,2,2,3,24,"front","2.2.front"
"787",4118,2008-12-09,190,46.8571,1073,71.533,0.77143,2,2,3,24,"front","2.2.front"
"788",4118,2009-01-01,213,50.1429,1162,77.467,0.94286,2,2,3,24,"front","2.2.front"
"789",4118,2009-01-29,241,54.1429,1143,76.2,0.82857,2,2,3,24,"front","2.2.front"
"790",4118,2009-02-26,269,58.1429,1322,88.133,0.85714,2,2,3,24,"front","2.2.front"
"791",4114,2008-05-23,-10,18.2857,1272,84.8,NA,2,2,4,16.5,"front","2.2.front"
"792",4114,2008-06-19,17,22.1429,994,66.267,0.74286,2,2,4,16.5,"front","2.2.front"
"793",4114,2008-07-25,53,27.2857,1136,75.733,1,2,2,4,16.5,"front","2.2.front"
"794",4114,2008-08-18,77,30.7143,1117,74.467,0.85714,2,2,4,16.5,"front","2.2.front"
"795",4114,2008-09-11,101,34.1429,1453,96.867,0.91429,2,2,4,16.5,"front","2.2.front"
"796",4114,2008-10-10,130,38.2857,1648,109.867,0.8,2,2,4,16.5,"front","2.2.front"
"797",4114,2008-11-06,157,42.1429,1143,76.2,0.85714,2,2,4,16.5,"front","2.2.front"
"798",4114,2008-12-09,190,46.8571,1266,84.4,0.88571,2,2,4,16.5,"front","2.2.front"
"799",4114,2009-01-01,213,50.1429,1408,93.867,0.94286,2,2,4,16.5,"front","2.2.front"
"800",4114,2009-01-29,241,54.1429,1107,73.8,0.85714,2,2,4,16.5,"front","2.2.front"
"801",4114,2009-02-26,269,58.1429,1528,101.867,0.88571,2,2,4,16.5,"front","2.2.front"
"802",4114,2009-03-30,301,62.7143,1099,73.267,0.8,2,2,4,16.5,"front","2.2.front"
"803",4114,2009-04-23,325,66.1429,1194,79.6,0.85714,2,2,4,16.5,"front","2.2.front"
"804",4110,2008-05-23,-10,18.2857,1161,77.4,NA,2,2,5,19,"front","2.2.front"
"805",4110,2008-06-19,17,22.1429,1131,75.4,0.77143,2,2,5,19,"front","2.2.front"
"806",4110,2008-07-25,53,27.2857,1324,88.267,0.85714,2,2,5,19,"front","2.2.front"
"807",4110,2008-08-18,77,30.7143,1164,77.6,0.94286,2,2,5,19,"front","2.2.front"
"808",4110,2008-09-11,101,34.1429,1424,94.933,0.91429,2,2,5,19,"front","2.2.front"
"809",4110,2008-10-10,130,38.2857,1342,89.467,0.85714,2,2,5,19,"front","2.2.front"
"810",4110,2008-11-06,157,42.1429,1245,83,0.85714,2,2,5,19,"front","2.2.front"
"811",4110,2008-12-09,190,46.8571,1247,83.133,0.74286,2,2,5,19,"front","2.2.front"
"812",4110,2009-01-01,213,50.1429,1335,89,0.88571,2,2,5,19,"front","2.2.front"
"813",4110,2009-01-29,241,54.1429,1248,83.2,0.82857,2,2,5,19,"front","2.2.front"
"814",4110,2009-02-26,269,58.1429,1389,92.6,0.85714,2,2,5,19,"front","2.2.front"
"815",4110,2009-03-30,301,62.7143,1252,83.467,0.77143,2,2,5,19,"front","2.2.front"
"816",4110,2009-04-23,325,66.1429,1246,83.067,0.82857,2,2,5,19,"front","2.2.front"
"817",4106,2008-05-23,-10,18.2857,1532,102.133,NA,2,2,6,14,"front","2.2.front"
"818",4106,2008-06-19,17,22.1429,1141,76.067,0.74286,2,2,6,14,"front","2.2.front"
"819",4106,2008-07-25,53,27.2857,1534,102.267,1,2,2,6,14,"front","2.2.front"
"820",4106,2008-08-18,77,30.7143,1321,88.067,0.94286,2,2,6,14,"front","2.2.front"
"821",4106,2008-09-11,101,34.1429,1305,87,0.94286,2,2,6,14,"front","2.2.front"
"822",4106,2008-10-10,130,38.2857,1256,83.733,0.88571,2,2,6,14,"front","2.2.front"
"823",4106,2008-11-06,157,42.1429,1320,88,0.94286,2,2,6,14,"front","2.2.front"
"824",4106,2008-12-09,190,46.8571,1127,75.133,0.8,2,2,6,14,"front","2.2.front"
