"","subj","trial","condition","word","color","RT"
"38439",16,8,"Incongruent","blue","green",622
"38440",16,9,"Incongruent","red","blue",595
"38441",16,10,"Congruent","green","green",622
"38442",16,11,"Incongruent","red","green",949
"38443",16,12,"Incongruent","red","green",641
"38444",16,13,"Incongruent","green","blue",542
"38445",16,14,"Congruent","green","green",463
"38446",16,15,"Incongruent","green","red",648
"38447",16,16,"Incongruent","blue","green",670
"38448",16,17,"Congruent","red","red",578
"38449",16,18,"Incongruent","red","blue",800
"38450",16,19,"Congruent","blue","blue",512
"38451",16,20,"Incongruent","green","blue",585
"38452",16,21,"Congruent","blue","blue",407
"38453",16,22,"Incongruent","blue","red",589
"38454",16,23,"Congruent","red","red",511
"38455",16,24,"Incongruent","red","blue",640
"38456",16,25,"Incongruent","green","red",702
"38457",16,26,"Incongruent","blue","red",514
"38458",16,27,"Incongruent","blue","red",628
"38459",16,28,"Incongruent","green","red",408
"38460",16,29,"Congruent","green","green",521
"38461",16,30,"Congruent","blue","blue",1018
"38462",16,31,"Incongruent","red","blue",762
"38463",16,32,"Incongruent","green","blue",402
"38464",16,33,"Incongruent","blue","green",568
"38465",16,34,"Incongruent","green","blue",899
"38466",16,35,"Congruent","red","red",608
"38467",16,36,"Incongruent","red","blue",715
"38468",16,37,"Incongruent","red","green",469
"38469",16,38,"Incongruent","green","red",631
"38470",16,39,"Incongruent","red","green",675
"38471",16,40,"Congruent","red","red",587
"38472",16,41,"Incongruent","blue","red",829
"38473",16,42,"Incongruent","blue","red",441
"38474",16,43,"Incongruent","green","red",389
"38475",16,44,"Incongruent","blue","green",534
"38476",16,45,"Congruent","blue","blue",582
"38477",16,46,"Incongruent","green","blue",377
"38478",16,47,"Congruent","red","red",466
"38479",16,48,"Congruent","green","green",538
"38480",16,49,"Incongruent","green","red",636
"38481",16,50,"Incongruent","red","blue",439
"38482",16,51,"Congruent","red","red",672
"38483",16,52,"Congruent","blue","blue",559
"38484",16,53,"Incongruent","blue","green",593
"38485",16,54,"Incongruent","blue","red",533
"38486",16,55,"Congruent","blue","blue",549
"38487",16,56,"Incongruent","green","red",593
"38488",16,57,"Congruent","green","green",627
"38489",16,58,"Incongruent","red","green",514
"38490",16,59,"Incongruent","blue","red",570
"38491",16,60,"Congruent","red","red",606
"38492",16,61,"Incongruent","red","blue",506
"38493",16,62,"Incongruent","green","blue",635
"38494",17,0,"Incongruent","blue","red",1688
"38495",17,1,"Incongruent","red","green",475
"38496",17,2,"Congruent","blue","blue",557
"38497",17,3,"Incongruent","red","blue",382
"38498",17,4,"Incongruent","blue","green",533
"38499",17,5,"Incongruent","green","blue",566
"38500",17,6,"Congruent","blue","blue",421
"38501",17,7,"Incongruent","green","blue",410
"38502",17,8,"Incongruent","red","blue",343
"38503",17,9,"Incongruent","green","red",393
"38504",17,10,"Congruent","green","green",484
"38505",17,11,"Incongruent","green","blue",399
"38506",17,12,"Incongruent","red","green",644
"38507",17,13,"Congruent","blue","blue",505
"38508",17,14,"Incongruent","red","blue",682
"38509",17,15,"Congruent","red","red",441
"38510",17,16,"Incongruent","red","blue",393
"38511",17,17,"Incongruent","blue","green",277
"38512",17,18,"Congruent","green","green",515
"38515",17,21,"Congruent","blue","blue",754
"38516",17,22,"Congruent","red","red",642
"38517",17,23,"Congruent","green","green",520
"38518",17,24,"Incongruent","red","green",576
"38519",17,25,"Incongruent","blue","green",530
"38520",17,26,"Incongruent","red","blue",926
"38521",17,27,"Congruent","green","green",585
"38522",17,28,"Incongruent","red","green",585
"38523",17,29,"Incongruent","blue","green",424
"38524",17,30,"Incongruent","blue","red",536
"38525",17,31,"Incongruent","green","red",626
"38526",17,32,"Incongruent","blue","red",487
"38527",17,33,"Incongruent","blue","green",561
"38528",17,34,"Congruent","red","red",537
"38529",17,35,"Incongruent","green","red",542
"38530",17,36,"Incongruent","green","blue",512
"38531",17,37,"Congruent","green","green",482
"38532",17,38,"Incongruent","blue","red",561
"38533",17,39,"Incongruent","red","green",478
"38534",17,40,"Congruent","blue","blue",494
"38535",17,41,"Congruent","red","red",495
"38536",17,42,"Congruent","red","red",423
"38537",17,43,"Incongruent","red","green",603
"38538",17,44,"Congruent","blue","blue",474
"38539",17,45,"Incongruent","green","red",588
"38540",17,46,"Incongruent","red","blue",805
"38541",17,47,"Incongruent","blue","red",614
"38542",17,48,"Incongruent","green","blue",492
"38543",17,49,"Incongruent","green","red",613
"38544",17,50,"Incongruent","blue","green",393
"38545",17,51,"Incongruent","blue","red",527
"38546",17,52,"Congruent","green","green",343
"38547",17,53,"Congruent","red","red",501
"38548",17,54,"Congruent","blue","blue",459
"38549",17,55,"Incongruent","blue","red",659
"38550",17,56,"Congruent","green","green",521
"38551",17,57,"Incongruent","blue","green",610
"38553",17,59,"Incongruent","red","green",899
"38554",17,60,"Congruent","red","red",624
"38555",17,61,"Incongruent","green","blue",707
"38556",17,62,"Incongruent","green","red",595
"38557",20,0,"Incongruent","red","green",2282
"38558",20,1,"Congruent","blue","blue",539
"38559",20,2,"Congruent","red","red",480
"38560",20,3,"Incongruent","green","blue",905
"38561",20,4,"Incongruent","blue","green",1087
"38562",20,5,"Congruent","green","green",680
"38563",20,6,"Congruent","green","green",394
"38564",20,7,"Incongruent","blue","green",506
"38565",20,8,"Incongruent","red","blue",665
"38566",20,9,"Incongruent","green","red",396
"38567",20,10,"Incongruent","blue","red",386
"38568",20,11,"Incongruent","blue","red",428
"38569",20,12,"Congruent","red","red",370
"38570",20,13,"Incongruent","red","green",560
"38571",20,14,"Incongruent","green","blue",416
"38572",20,15,"Incongruent","green","red",513
"38573",20,16,"Incongruent","blue","green",525
"38574",20,17,"Congruent","green","green",500
"38575",20,18,"Incongruent","red","green",415
"38576",20,19,"Incongruent","green","red",582
"38577",20,20,"Congruent","blue","blue",443
"38578",20,21,"Congruent","red","red",482
"38579",20,22,"Incongruent","red","blue",585
"38580",20,23,"Incongruent","green","blue",407
"38581",20,24,"Incongruent","blue","red",588
"38582",20,25,"Congruent","red","red",480
"38583",20,26,"Incongruent","blue","red",357
"38584",20,27,"Incongruent","red","blue",685
"38585",20,28,"Congruent","blue","blue",372
"38586",20,29,"Incongruent","green","blue",329
"38587",20,30,"Congruent","blue","blue",287
"38588",20,31,"Incongruent","red","blue",300
"38589",20,32,"Incongruent","green","red",640
"38590",20,33,"Congruent","green","green",500
"38591",20,34,"Congruent","red","red",470
"38592",20,35,"Incongruent","green","red",494
"38593",20,36,"Incongruent","blue","red",382
"38594",20,37,"Congruent","red","red",340
"38595",20,38,"Incongruent","red","blue",434
"38596",20,39,"Congruent","blue","blue",412
"38597",20,40,"Incongruent","blue","green",352
"38598",20,41,"Incongruent","red","green",337
"38600",20,43,"Incongruent","blue","green",550
"38601",20,44,"Congruent","blue","blue",526
"38602",20,45,"Incongruent","blue","red",500
"38604",20,47,"Congruent","green","green",608
"38605",20,48,"Incongruent","red","green",508
"38606",20,49,"Incongruent","blue","red",630
"38607",20,50,"Congruent","red","red",392
"38608",20,51,"Incongruent","red","blue",448
"38609",20,52,"Incongruent","green","blue",481
"38610",20,53,"Incongruent","red","green",441
"38611",20,54,"Congruent","green","green",403
"38612",20,55,"Incongruent","blue","green",384
"38613",20,56,"Incongruent","blue","green",302
"38614",20,57,"Congruent","green","green",418
"38615",20,58,"Incongruent","red","blue",561
"38616",20,59,"Incongruent","red","green",613
"38617",20,60,"Incongruent","green","red",494
"38618",20,61,"Congruent","blue","blue",526
"38619",20,62,"Incongruent","green","blue",426
"38620",21,0,"Congruent","green","green",1424
"38621",21,1,"Incongruent","blue","green",792
"38622",21,2,"Incongruent","red","green",404
"38623",21,3,"Congruent","blue","blue",604
"38624",21,4,"Incongruent","blue","red",607
"38625",21,5,"Congruent","green","green",592
"38626",21,6,"Incongruent","red","green",576
"38627",21,7,"Incongruent","green","blue",601
"38628",21,8,"Incongruent","red","blue",749
"38629",21,9,"Incongruent","green","blue",614
"38630",21,10,"Incongruent","green","red",724
"38631",21,11,"Incongruent","red","blue",730
"38632",21,12,"Congruent","blue","blue",429
"38633",21,13,"Congruent","red","red",1009
"38634",21,14,"Congruent","red","red",424
"38635",21,15,"Incongruent","green","blue",527
"38636",21,16,"Incongruent","blue","green",899
"38637",21,17,"Incongruent","blue","green",447
"38638",21,18,"Congruent","green","green",748
"38639",21,19,"Incongruent","blue","red",598
"38640",21,20,"Incongruent","green","red",433
"38641",21,21,"Incongruent","red","green",651
"38642",21,22,"Congruent","green","green",517
"38643",21,23,"Incongruent","red","blue",622
"38644",21,24,"Congruent","blue","blue",386
"38645",21,25,"Incongruent","blue","green",584
"38646",21,26,"Incongruent","green","red",710
"38647",21,27,"Incongruent","blue","red",690
"38648",21,28,"Congruent","red","red",570
"38649",21,29,"Incongruent","green","blue",647
"38650",21,30,"Incongruent","blue","red",569
"38651",21,31,"Incongruent","red","green",694
"38652",21,32,"Incongruent","red","blue",497
"38653",21,33,"Incongruent","red","green",501
"38654",21,34,"Incongruent","blue","green",478
"38655",21,35,"Congruent","red","red",519
"38656",21,36,"Congruent","blue","blue",399
"38657",21,37,"Congruent","blue","blue",495
"38658",21,38,"Incongruent","red","blue",360
"38659",21,39,"Incongruent","green","red",549
"38660",21,40,"Congruent","red","red",760
"38661",21,41,"Incongruent","blue","red",541
"38662",21,42,"Incongruent","green","red",475
"38663",21,43,"Incongruent","green","blue",537
"38664",21,44,"Congruent","blue","blue",468
"38665",21,45,"Congruent","green","green",443
"38666",21,46,"Congruent","green","green",349
"38667",21,47,"Incongruent","blue","red",602
"38668",21,48,"Incongruent","red","blue",629
"38669",21,49,"Incongruent","green","blue",402
"38670",21,50,"Incongruent","red","green",536
"38671",21,51,"Incongruent","blue","green",394
"38672",21,52,"Incongruent","red","green",409
"38673",21,53,"Incongruent","green","red",617
"38674",21,54,"Congruent","blue","blue",415
"38675",21,55,"Incongruent","blue","green",360
"38676",21,56,"Incongruent","red","blue",715
"38677",21,57,"Congruent","green","green",534
"38678",21,58,"Congruent","red","red",654
"38679",21,59,"Incongruent","blue","red",437
"38680",21,60,"Congruent","red","red",437
"38681",21,61,"Incongruent","green","red",422
"38682",21,62,"Incongruent","green","blue",500
"38683",22,0,"Congruent","green","green",1079
"38684",22,1,"Incongruent","blue","green",553
"38685",22,2,"Incongruent","blue","red",372
"38686",22,3,"Congruent","red","red",469
"38687",22,4,"Incongruent","red","green",431
"38688",22,5,"Incongruent","green","blue",382
"38689",22,6,"Incongruent","green","red",374
"38690",22,7,"Incongruent","red","blue",572
"38691",22,8,"Congruent","blue","blue",399
"38692",22,9,"Congruent","green","green",374
"38693",22,10,"Incongruent","blue","green",524
"38694",22,11,"Incongruent","blue","red",502
"38695",22,12,"Incongruent","red","green",454
"38696",22,13,"Incongruent","red","blue",343
"38697",22,14,"Congruent","green","green",412
"38698",22,15,"Congruent","blue","blue",437
"38699",22,16,"Incongruent","blue","green",442
"38700",22,17,"Incongruent","red","green",516
"38701",22,18,"Incongruent","red","green",451
"38702",22,19,"Incongruent","blue","green",557
"38703",22,20,"Congruent","green","green",416
"38704",22,21,"Congruent","red","red",509
"38705",22,22,"Incongruent","green","blue",340
"38706",22,23,"Incongruent","green","red",498
"38707",22,24,"Incongruent","red","green",397
"38708",22,25,"Incongruent","green","blue",403
"38709",22,26,"Congruent","red","red",387
"38710",22,27,"Congruent","blue","blue",465
"38711",22,28,"Incongruent","blue","red",473
"38712",22,29,"Congruent","green","green",410
"38713",22,30,"Incongruent","green","red",529
"38714",22,31,"Incongruent","green","red",490
"38715",22,32,"Incongruent","red","blue",579
"38716",22,33,"Incongruent","red","blue",823
"38717",22,34,"Congruent","blue","blue",359
"38718",22,35,"Incongruent","blue","red",458
"38719",22,36,"Incongruent","blue","green",347
"38720",22,37,"Incongruent","red","green",472
"38721",22,38,"Congruent","red","red",434
"38723",22,40,"Incongruent","green","blue",503
"38724",22,41,"Congruent","green","green",497
"38725",22,42,"Congruent","red","red",486
"38726",22,43,"Incongruent","blue","red",474
"38727",22,44,"Incongruent","green","red",626
"38728",22,45,"Congruent","red","red",375
"38729",22,46,"Incongruent","blue","green",415
"38730",22,47,"Incongruent","blue","red",494
"38731",22,48,"Incongruent","red","blue",349
"38732",22,49,"Congruent","green","green",356
"38733",22,50,"Congruent","blue","blue",498
"38735",22,52,"Incongruent","green","blue",1178
"38736",22,53,"Incongruent","red","green",563
"38737",22,54,"Incongruent","green","red",462
"38738",22,55,"Incongruent","blue","green",502
"38739",22,56,"Congruent","red","red",433
"38740",22,57,"Congruent","blue","blue",591
"38741",22,58,"Incongruent","green","blue",492
"38742",22,59,"Incongruent","green","red",525
"38743",22,60,"Incongruent","blue","red",639
"38744",22,61,"Congruent","blue","blue",498
"38745",22,62,"Incongruent","red","blue",396
"38746",23,0,"Incongruent","blue","red",1211
"38747",23,1,"Congruent","blue","blue",450
"38748",23,2,"Incongruent","red","blue",506
"38749",23,3,"Incongruent","red","green",525
"38750",23,4,"Incongruent","green","blue",410
"38751",23,5,"Congruent","green","green",650
"38753",23,7,"Incongruent","green","red",832
"38754",23,8,"Congruent","blue","blue",633
"38755",23,9,"Congruent","red","red",1341
"38756",23,10,"Incongruent","green","blue",676
"38757",23,11,"Incongruent","blue","red",609
"38758",23,12,"Incongruent","red","blue",543
"38759",23,13,"Incongruent","green","red",711
"38760",23,14,"Congruent","blue","blue",663
"38761",23,15,"Incongruent","red","blue",613
"38762",23,16,"Congruent","red","red",745
"38763",23,17,"Congruent","red","red",824
"38764",23,18,"Incongruent","green","blue",579
"38765",23,19,"Incongruent","green","red",681
"38766",23,20,"Congruent","green","green",652
"38767",23,21,"Congruent","blue","blue",557
"38768",23,22,"Incongruent","blue","red",592
"38769",23,23,"Incongruent","blue","red",693
"38770",23,24,"Incongruent","blue","green",714
"38771",23,25,"Incongruent","green","red",596
"38772",23,26,"Incongruent","red","green",752
"38773",23,27,"Incongruent","blue","green",840
"38774",23,28,"Congruent","green","green",497
"38775",23,29,"Incongruent","red","green",492
"38776",23,30,"Congruent","red","red",644
"38777",23,31,"Incongruent","green","blue",605
"38778",23,32,"Incongruent","red","green",808
"38779",23,33,"Incongruent","red","blue",851
"38780",23,34,"Incongruent","blue","green",709
"38781",23,35,"Incongruent","green","blue",933
"38782",23,36,"Congruent","blue","blue",497
"38783",23,37,"Incongruent","blue","red",596
"38784",23,38,"Incongruent","red","blue",490
"38785",23,39,"Incongruent","red","blue",558
"38786",23,40,"Congruent","green","green",482
"38787",23,41,"Congruent","red","red",633
"38788",23,42,"Incongruent","red","green",773
"38789",23,43,"Incongruent","green","blue",517
"38790",23,44,"Congruent","green","green",675
"38791",23,45,"Incongruent","blue","green",623
"38792",23,46,"Incongruent","green","red",709
"38793",23,47,"Congruent","blue","blue",612
"38794",23,48,"Incongruent","blue","red",574
"38795",23,49,"Congruent","green","green",555
"38796",23,50,"Incongruent","red","blue",622
"38797",23,51,"Congruent","red","red",643
"38798",23,52,"Incongruent","green","red",749
"38799",23,53,"Incongruent","green","blue",687
"38800",23,54,"Incongruent","green","red",373
"38801",23,55,"Congruent","red","red",739
"38802",23,56,"Incongruent","blue","green",626
"38803",23,57,"Incongruent","red","green",533
"38804",23,58,"Incongruent","blue","red",767
"38805",23,59,"Congruent","green","green",680
"38806",23,60,"Congruent","blue","blue",1511
"38808",23,62,"Incongruent","blue","green",613
"38809",25,0,"Incongruent","green","red",1728
"38810",25,1,"Incongruent","green","blue",539
"38811",25,2,"Incongruent","red","green",893
"38812",25,3,"Congruent","blue","blue",615
"38813",25,4,"Incongruent","blue","green",397
"38814",25,5,"Congruent","green","green",571
"38815",25,6,"Incongruent","red","blue",758
"38816",25,7,"Congruent","red","red",343
"38817",25,8,"Incongruent","green","blue",499
"38818",25,9,"Incongruent","blue","green",460
"38819",25,10,"Incongruent","blue","red",504
"38820",25,11,"Incongruent","red","green",503
"38821",25,12,"Congruent","blue","blue",347
"38822",25,13,"Congruent","green","green",670
"38823",25,14,"Incongruent","blue","red",387
"38824",25,15,"Incongruent","red","blue",659
"38825",25,16,"Incongruent","blue","green",430
"38826",25,17,"Incongruent","red","blue",568
"38827",25,18,"Congruent","blue","blue",643
"38828",25,19,"Congruent","green","green",552
"38829",25,20,"Congruent","red","red",530
"38830",25,21,"Incongruent","red","green",558
"38831",25,22,"Incongruent","green","red",638
"38832",25,23,"Congruent","green","green",436
"38833",25,24,"Congruent","red","red",643
"38834",25,25,"Incongruent","green","blue",686
"38835",25,26,"Incongruent","blue","red",701
"38836",25,27,"Incongruent","green","blue",489
"38837",25,28,"Incongruent","green","red",486
"38838",25,29,"Incongruent","red","blue",461
"38839",25,30,"Incongruent","blue","green",399
"38840",25,31,"Congruent","red","red",373
"38841",25,32,"Incongruent","blue","red",540
"38842",25,33,"Incongruent","red","green",509
"38843",25,34,"Congruent","blue","blue",574
"38844",25,35,"Congruent","blue","blue",649
"38845",25,36,"Incongruent","red","green",649
"38846",25,37,"Incongruent","blue","green",589
"38847",25,38,"Incongruent","green","red",418
"38848",25,39,"Incongruent","red","blue",487
"38849",25,40,"Incongruent","green","red",803
"38850",25,41,"Congruent","green","green",498
"38851",25,42,"Incongruent","green","blue",473
"38852",25,43,"Congruent","blue","blue",784
"38853",25,44,"Incongruent","green","blue",474
"38854",25,45,"Congruent","green","green",472
"38855",25,46,"Incongruent","blue","green",963
"38856",25,47,"Incongruent","red","blue",566
"38857",25,48,"Incongruent","red","green",675
"38858",25,49,"Congruent","red","red",561
"38860",25,51,"Incongruent","blue","red",1450
"38861",25,52,"Incongruent","blue","red",861
"38862",25,53,"Congruent","green","green",552
"38863",25,54,"Congruent","red","red",658
"38864",25,55,"Incongruent","green","red",792
"38865",25,56,"Incongruent","green","red",526
"38866",25,57,"Incongruent","green","blue",569
"38867",25,58,"Incongruent","blue","red",523
"38868",25,59,"Incongruent","red","blue",567
"38869",25,60,"Congruent","blue","blue",416
"38870",25,61,"Congruent","red","red",680
"38871",25,62,"Incongruent","blue","green",495
"38872",26,0,"Incongruent","green","blue",1410
"38873",26,1,"Incongruent","blue","red",498
"38874",26,2,"Incongruent","red","green",429
"38875",26,3,"Incongruent","green","red",503
"38876",26,4,"Congruent","red","red",711
"38877",26,5,"Congruent","blue","blue",578
"38878",26,6,"Incongruent","blue","green",691
"38879",26,7,"Incongruent","blue","red",650
"38880",26,8,"Incongruent","green","red",470
"38881",26,9,"Incongruent","red","blue",398
"38882",26,10,"Congruent","blue","blue",417
"38883",26,11,"Incongruent","red","blue",572
"38885",26,13,"Congruent","green","green",453
"38886",26,14,"Incongruent","blue","green",529
"38887",26,15,"Congruent","red","red",533
"38888",26,16,"Incongruent","red","green",413
"38889",26,17,"Congruent","red","red",685
"38890",26,18,"Incongruent","green","red",540
"38891",26,19,"Incongruent","green","blue",462
"38892",26,20,"Congruent","green","green",429
"38893",26,21,"Incongruent","red","green",425
"38894",26,22,"Incongruent","red","blue",515
"38895",26,23,"Incongruent","blue","red",847
"38896",26,24,"Incongruent","green","blue",320
"38897",26,25,"Congruent","blue","blue",403
"38898",26,26,"Incongruent","blue","green",554
"38899",26,27,"Incongruent","green","red",853
"38900",26,28,"Congruent","green","green",498
"38901",26,29,"Incongruent","red","green",440
"38902",26,30,"Congruent","blue","blue",626
"38903",26,31,"Congruent","red","red",591
"38904",26,32,"Incongruent","blue","green",923
"38905",26,33,"Incongruent","green","blue",510
"38906",26,34,"Incongruent","blue","red",415
"38907",26,35,"Incongruent","red","green",425
"38908",26,36,"Congruent","red","red",463
"38909",26,37,"Congruent","green","green",498
"38910",26,38,"Incongruent","blue","green",676
"38911",26,39,"Incongruent","green","red",457
"38912",26,40,"Incongruent","blue","red",428
"38913",26,41,"Incongruent","blue","green",577
"38914",26,42,"Incongruent","red","green",400
"38915",26,43,"Incongruent","red","blue",579
"38916",26,44,"Congruent","green","green",440
"38917",26,45,"Incongruent","red","blue",631
"38918",26,46,"Congruent","red","red",538
"38919",26,47,"Incongruent","green","red",399
"38920",26,48,"Congruent","blue","blue",414
"38921",26,49,"Incongruent","green","blue",365
"38922",26,50,"Incongruent","blue","red",479
"38923",26,51,"Incongruent","red","blue",386
"38924",26,52,"Incongruent","blue","green",424
"38925",26,53,"Congruent","blue","blue",527
"38926",26,54,"Congruent","green","green",395
"38927",26,55,"Incongruent","green","blue",430
"38928",26,56,"Incongruent","green","red",535
"38929",26,57,"Incongruent","blue","red",656
"38930",26,58,"Incongruent","red","blue",359
"38931",26,59,"Incongruent","green","blue",444
"38932",26,60,"Congruent","red","red",493
"38933",26,61,"Congruent","blue","blue",333
"38934",26,62,"Incongruent","red","green",465
"38935",27,0,"Congruent","red","red",1370
"38936",27,1,"Incongruent","blue","green",872
"38937",27,2,"Incongruent","red","green",806
"38938",27,3,"Incongruent","red","blue",625
"38939",27,4,"Incongruent","blue","red",515
"38940",27,5,"Congruent","green","green",395
"38941",27,6,"Congruent","green","green",492
"38942",27,7,"Incongruent","green","red",519
"38943",27,8,"Incongruent","blue","green",544
"38944",27,9,"Incongruent","red","green",552
"38945",27,10,"Congruent","blue","blue",485
"38946",27,11,"Incongruent","blue","red",455
"38947",27,12,"Incongruent","green","blue",479
"38948",27,13,"Incongruent","blue","green",482
"38949",27,14,"Congruent","red","red",465
"38950",27,15,"Congruent","green","green",579
"38951",27,16,"Incongruent","green","red",645
"38952",27,17,"Incongruent","green","blue",362
"38953",27,18,"Incongruent","blue","red",521
"38954",27,19,"Incongruent","red","green",504
"38955",27,20,"Congruent","red","red",572
"38956",27,21,"Incongruent","green","red",539
"38957",27,22,"Congruent","red","red",400
"38958",27,23,"Congruent","green","green",518
"38959",27,24,"Incongruent","green","red",553
"38960",27,25,"Incongruent","blue","red",456
"38961",27,26,"Congruent","red","red",396
"38962",27,27,"Incongruent","red","blue",499
"38963",27,28,"Congruent","blue","blue",380
"38964",27,29,"Incongruent","red","green",428
"38965",27,30,"Incongruent","blue","green",390
"38966",27,31,"Incongruent","green","blue",504
"38967",27,32,"Incongruent","red","green",551
"38968",27,33,"Incongruent","blue","green",443
"38969",27,34,"Congruent","blue","blue",427
"38970",27,35,"Incongruent","blue","red",323
"38971",27,36,"Incongruent","green","red",350
"38972",27,37,"Incongruent","red","blue",435
"38973",27,38,"Congruent","green","green",412
"38974",27,39,"Congruent","blue","blue",385
"38975",27,40,"Incongruent","green","blue",441
"38976",27,41,"Congruent","green","green",364
"38977",27,42,"Congruent","red","red",632
"38978",27,43,"Incongruent","red","blue",520
"38979",27,44,"Incongruent","red","blue",737
"38980",27,45,"Incongruent","green","blue",623
"38981",27,46,"Incongruent","blue","green",593
"38982",27,47,"Incongruent","green","red",312
"38983",27,48,"Congruent","blue","blue",413
"38984",27,49,"Incongruent","blue","red",627
"38985",27,50,"Incongruent","green","blue",483
"38986",27,51,"Congruent","blue","blue",467
"38987",27,52,"Incongruent","red","blue",436
"38988",27,53,"Incongruent","red","green",531
"38989",27,54,"Incongruent","blue","red",518
"38990",27,55,"Incongruent","blue","green",712
"38991",27,56,"Incongruent","green","blue",454
"38992",27,57,"Incongruent","red","green",551
"38993",27,58,"Congruent","red","red",433
"38994",27,59,"Congruent","blue","blue",458
"38995",27,60,"Congruent","green","green",503
"38996",27,61,"Incongruent","green","red",401
"38997",27,62,"Incongruent","red","blue",585
"38998",28,0,"Incongruent","red","green",1156
"38999",28,1,"Incongruent","green","red",565
"39000",28,2,"Incongruent","green","blue",739
"39001",28,3,"Congruent","blue","blue",493
"39002",28,4,"Incongruent","blue","green",759
"39003",28,5,"Incongruent","red","blue",950
"39004",28,6,"Incongruent","blue","red",414
"39005",28,7,"Congruent","green","green",526
"39006",28,8,"Incongruent","blue","green",492
"39007",28,9,"Congruent","red","red",614
"39008",28,10,"Incongruent","blue","red",681
"39009",28,11,"Incongruent","red","green",642
"39010",28,12,"Incongruent","green","blue",630
"39011",28,13,"Incongruent","red","blue",595
"39012",28,14,"Congruent","green","green",608
"39013",28,15,"Congruent","green","green",506
"39014",28,16,"Congruent","blue","blue",524
"39015",28,17,"Incongruent","red","green",580
"39016",28,18,"Incongruent","green","blue",561
"39017",28,19,"Congruent","red","red",392
"39018",28,20,"Incongruent","blue","green",627
"39020",28,22,"Incongruent","blue","red",735
"39021",28,23,"Incongruent","blue","green",607
"39022",28,24,"Incongruent","red","green",611
"39023",28,25,"Congruent","green","green",535
"39024",28,26,"Incongruent","red","blue",603
"39025",28,27,"Congruent","red","red",766
"39026",28,28,"Incongruent","red","green",663
"39027",28,29,"Incongruent","green","red",564
"39028",28,30,"Congruent","green","green",495
"39029",28,31,"Congruent","blue","blue",577
"39030",28,32,"Incongruent","green","red",674
"39031",28,33,"Incongruent","blue","red",490
"39032",28,34,"Congruent","red","red",443
"39033",28,35,"Incongruent","blue","green",627
"39034",28,36,"Congruent","blue","blue",509
"39035",28,37,"Incongruent","green","blue",657
"39036",28,38,"Congruent","red","red",478
"39037",28,39,"Incongruent","green","red",415
"39038",28,40,"Incongruent","red","green",517
"39039",28,41,"Congruent","green","green",485
"39040",28,42,"Incongruent","blue","red",712
"39041",28,43,"Incongruent","blue","red",589
"39042",28,44,"Incongruent","red","blue",499
"39044",28,46,"Congruent","blue","blue",516
"39045",28,47,"Incongruent","green","red",557
"39046",28,48,"Incongruent","red","blue",624
"39047",28,49,"Incongruent","green","blue",661
"39048",28,50,"Incongruent","blue","green",649
"39049",28,51,"Congruent","blue","blue",607
"39050",28,52,"Incongruent","red","blue",679
"39051",28,53,"Incongruent","green","red",684
"39052",28,54,"Incongruent","red","green",603
"39053",28,55,"Incongruent","green","blue",501
"39054",28,56,"Congruent","green","green",522
"39055",28,57,"Incongruent","red","blue",601
"39056",28,58,"Incongruent","blue","red",479
"39057",28,59,"Congruent","red","red",504
"39058",28,60,"Incongruent","green","blue",666
"39059",28,61,"Congruent","blue","blue",446
"39060",28,62,"Incongruent","blue","green",628
"39061",29,0,"Incongruent","green","red",2059
"39062",29,1,"Incongruent","blue","red",683
"39063",29,2,"Incongruent","green","blue",561
"39064",29,3,"Congruent","blue","blue",439
"39065",29,4,"Congruent","red","red",488
"39066",29,5,"Incongruent","blue","green",545
"39067",29,6,"Incongruent","green","red",719
"39068",29,7,"Incongruent","red","blue",508
"39069",29,8,"Congruent","blue","blue",582
"39070",29,9,"Congruent","red","red",472
"39071",29,10,"Incongruent","red","green",512
"39072",29,11,"Incongruent","green","blue",493
"39073",29,12,"Incongruent","blue","red",563
"39074",29,13,"Incongruent","red","blue",463
"39075",29,14,"Congruent","blue","blue",541
"39076",29,15,"Incongruent","green","blue",410
"39077",29,16,"Incongruent","red","blue",410
"39078",29,17,"Congruent","green","green",565
"39079",29,18,"Incongruent","blue","green",1122
"39080",29,19,"Congruent","red","red",516
"39081",29,20,"Incongruent","red","blue",782
"39082",29,21,"Incongruent","blue","red",1073
"39083",29,22,"Incongruent","green","blue",937
"39084",29,23,"Congruent","green","green",962
"39085",29,24,"Congruent","blue","blue",463
"39086",29,25,"Incongruent","red","green",624
"39087",29,26,"Incongruent","blue","green",626
"39088",29,27,"Incongruent","red","blue",647
"39089",29,28,"Congruent","blue","blue",467
"39090",29,29,"Incongruent","red","green",494
"39091",29,30,"Congruent","green","green",670
"39092",29,31,"Incongruent","green","red",492
"39093",29,32,"Congruent","green","green",550
"39094",29,33,"Incongruent","green","blue",408
"39095",29,34,"Congruent","blue","blue",671
"39096",29,35,"Congruent","red","red",528
"39097",29,36,"Incongruent","blue","green",567
"39098",29,37,"Incongruent","red","green",485
"39099",29,38,"Congruent","green","green",544
"39100",29,39,"Incongruent","green","blue",497
"39101",29,40,"Incongruent","blue","red",574
"39102",29,41,"Incongruent","red","blue",430
"39103",29,42,"Incongruent","red","green",666
"39104",29,43,"Incongruent","red","blue",547
"39105",29,44,"Incongruent","green","red",568
