Season,Basin,Name,Wind1,Wind2,Wind3,Wind4,Speeds
1996,SI,Hubert/Coryn,80,80,75,75,Medi
1996,SI,isobel,35,35,35,35,Low
1996,SI,ITELLE,95,95,95,95,High
1996,SI,Jacob,85,85,85,85,Medi
1996,SI,jenna,55,55,50,45,Low
1996,SI,KIRSTY,100,100,95,90,High
1996,SI,OLIVIA,105,105,105,105,High
1996,SP,atu,45,45,45,40,Low
1996,SP,Barry,100,95,80,75,Medi
1996,SP,Beti,90,90,85,80,Medi
1996,SP,Celeste,70,70,65,60,Medi
1996,SP,dennis,40,40,40,40,Low
1996,SP,ethyl,60,55,50,45,Low
1996,SP,yasi,45,45,40,40,Low
1996,SP,zaka,35,35,35,30,Low
1996,WP,ann,35,35,35,35,Low
1996,WP,BART,95,95,95,95,High
1996,WP,beth,60,60,60,55,Low
1996,WP,cam,40,40,40,40,Low
1996,WP,Carlo,70,70,65,65,Medi
1996,WP,Dale,90,90,90,90,Medi
1996,WP,Dan,65,65,65,65,Medi
1996,WP,ernie,40,40,40,40,Low
1996,WP,Eve,85,85,85,85,Medi
1996,WP,fern,60,60,60,60,Low
1996,WP,frankie,50,50,45,45,Low
1996,WP,Gloria,65,65,65,65,Medi
1996,WP,HERB,95,95,95,95,High
1996,WP,joy,55,50,50,50,Low
1996,WP,Kirk,75,75,75,75,Medi
1996,WP,lisa,40,40,40,35,Low
1996,WP,Niki,65,65,65,65,Medi
1996,WP,Orson,75,75,75,75,Medi
1996,WP,piper,40,40,40,40,Low
1996,WP,Sally,85,85,85,85,Medi
1996,WP,td0228,35,35,35,35,Low
1996,WP,Tom,70,70,70,70,Medi
1996,WP,Violet,90,90,90,90,Medi
1996,WP,willie,55,55,55,55,Low
1996,WP,Yates,90,90,85,85,Medi
1996,WP,Zane,80,80,80,80,Medi
1997,EP,andres,45,45,45,45,Low
1997,EP,blanca,40,40,40,40,Low
1997,EP,carlos,30,30,30,30,Low
1997,EP,Dolores,80,75,75,75,Medi
1997,EP,ENRIQUE,100,95,90,90,High
1997,EP,FELICIA,115,115,115,110,High
1997,EP,GUILLERMO,140,140,140,140,High
1997,EP,hilda,45,45,45,45,Low
1997,EP,ignacio,35,35,35,30,Low
1997,EP,JIMENA,120,115,115,115,High
1997,EP,kevin,50,50,50,45,Low
1997,EP,LINDA,160,155,155,150,High
1997,EP,marty,40,40,40,35,Low
1997,EP,NORA,115,110,110,110,High
1997,EP,olaf,60,60,55,55,Low
1997,EP,PAULINE,115,115,110,110,High
1997,EP,Rick,85,80,75,75,Medi
1997,NA,ana,40,40,40,35,Low
1997,NA,Bill,65,65,65,60,Medi
1997,NA,claudette,40,40,40,40,Low
1997,NA,Danny,70,70,70,70,Medi
1997,NA,ERIKA,110,110,110,110,High
1997,NA,fabian,40,35,35,35,Low
1997,NA,grace,40,40,40,35,Low
1997,NI,linda,35,35,35,35,Low
1997,SI,Antoinette,63,63,60,55,Medi
1997,SI,DANIELLA,100,100,100,100,High
1997,SI,elvina,45,45,45,45,Low
1997,SI,fabriola,55,45,45,45,Low
1997,SI,Gretelle,75,75,75,75,Medi
1997,SI,hsk0297,30,30,30,30,Low
1997,SI,iletta,55,55,50,50,Low
1997,SI,Josie,75,75,75,70,Medi
1997,SI,karlette,60,60,60,60,Low
1997,SI,lindsay,40,40,40,40,Low
1997,SI,lisette,50,50,50,50,Low
1997,SI,MELANIE/BELL,95,95,95,95,High
1997,SI,nicholas,45,45,45,45,Low
1997,SI,ophelia,55,55,55,50,Low
1997,SI,PANCHO/HELIN,115,115,115,115,High
1997,SI,phil,60,60,60,60,Low
1997,SI,Rachel,70,70,70,70,Medi
1997,SI,RHONDA,95,95,90,90,High
1997,SP,cyril,45,45,40,40,Low
1997,SP,Drena,90,90,90,85,Medi
1997,SP,Evan,70,70,65,65,Medi
1997,SP,Fergus,80,80,80,80,Medi
1997,SP,freda,60,60,60,60,Low
1997,SP,GAVIN,100,100,100,100,High
1997,SP,gillian,45,45,40,40,Low
1997,SP,harold,60,55,55,55,Low
1997,SP,Hina,65,65,65,65,Medi
1997,SP,ian,45,45,40,40,Low
1997,SP,ita,45,40,40,40,Low
1997,SP,june,50,50,50,45,Low
1997,SP,Justin,80,80,80,80,Medi
1997,SP,Keli,80,80,75,75,Medi
1997,SP,noname,60,60,60,55,Low
1997,WP,Amber,80,80,75,75,Medi
1997,WP,Bing,85,85,85,85,Medi
1997,WP,cass,45,40,40,35,Low
1997,WP,David,85,85,85,85,Medi
1997,WP,fritz,55,55,50,45,Low
1997,WP,GINGER,95,95,95,95,High
1997,WP,Isa,85,85,85,85,Medi
1997,WP,IVAN,105,105,105,105,High
1997,WP,jimmy,35,35,35,35,Low
1997,WP,JOAN,105,105,105,105,High
1997,WP,kelly,35,35,35,35,Low
1997,WP,KETTH,110,110,110,110,High
1997,WP,levi,40,40,35,35,Low
1997,WP,Marie,65,65,65,60,Medi
1997,WP,mort,45,45,45,45,Low
1997,WP,NESTOR,100,100,100,95,High
1997,WP,OLIWA,100,100,100,100,High
1997,WP,Opal,75,75,75,75,Medi
1997,WP,PAKA -,100,100,100,100,High
1997,WP,Peter,65,65,65,65,Medi
1997,WP,ROSIE,100,100,100,100,High
1997,WP,scott,40,40,40,40,Low
1997,WP,Tina,75,75,75,75,Medi
1997,WP,victor,60,60,60,60,Low
1997,WP,WINNIE(-)1,100,100,100,100,High
1997,WP,yule,55,55,55,55,Low
1997,WP,zita,55,50,50,50,Low
1998,EP,agatha,55,55,50,50,Low
1998,EP,BLAS,120,115,115,115,High
1998,EP,celia,50,45,45,45,Low
1998,EP,DARBY,100,100,100,100,High
1998,EP,ESTELLE,115,110,100,100,High
1998,EP,frank,40,35,35,35,Low
1998,EP,GEORGETTE,100,100,95,95,High
1998,EP,HOWARD,130,125,125,125,High
1998,EP,Isis,65,65,60,60,Medi
1998,EP,javier,50,45,40,40,Low
1998,EP,Kay,65,65,60,55,Medi
1998,EP,LESTER,100,100,95,95,High
1998,EP,Madeline,75,75,75,70,Medi
1998,NA,alex,45,45,45,45,Low
1998,NA,BONNIE,100,100,100,100,High
1998,NA,charley,60,45,40,40,Low
1998,NA,Danielle,90,90,90,90,Medi
1998,NA,Earl,85,80,70,70,Medi
1998,NA,frances,55,45,45,45,Low
1998,NA,GEORGES,135,130,130,125,High
1998,NA,hermine,40,40,35,35,Low
1998,NA,Ivan,80,75,75,75,Medi
1998,NA,Jeanne,90,90,90,90,Medi
1998,NA,Karl,90,90,80,80,Medi
1998,NA,Lisa,65,65,60,60,Medi
1998,NA,MITCH,155,155,150,150,High
1998,NA,Nicole,75,70,70,65,Medi
1998,SI,Anacelle,75,75,75,75,Medi
1998,SI,donaline,40,40,40,40,Low
1998,SI,elsie,55,55,55,50,Low
1998,SI,fiona,30,30,30,30,Low
1998,SI,gemma,45,45,45,45,Low
1998,SI,hsk1398,32,32,32,32,Low
1998,SI,hsk2198,35,35,35,35,Low
1998,SI,hsk2498,30,30,30,30,Low
1998,SI,m29697,30,30,30,30,Low
1998,SI,Selwyn,75,75,75,75,Medi
1998,SI,TIFFANY,100,100,100,100,High
1998,SI,Victor/Cindy,85,80,75,70,Medi
1998,SP,alan,35,35,35,35,Low
1998,SP,bart,45,45,40,40,Low
1998,SP,Katrina,90,90,90,85,Medi
1998,SP,les,60,60,55,50,Low
1998,SP,lusi,55,55,50,50,Low
1998,SP,Martin,85,85,80,80,Medi
1998,SP,may,40,40,40,40,Low
1998,SP,nathan,50,50,50,50,Low
1998,SP,nute,60,60,60,60,Low
1998,SP,Osea,80,80,80,75,Medi
1998,SP,pam,60,60,60,55,Low
1998,SP,RON,125,125,125,125,High
1998,SP,sid,45,45,45,45,Low
1998,SP,SUSAN,125,125,125,125,High
1998,SP,tui,40,40,40,35,Low
1998,SP,ursula,60,60,55,55,Low
1998,SP,veli,55,55,50,50,Low
1998,SP,wes,50,50,45,45,Low
1998,SP,Yali,70,70,65,65,Medi
1998,SP,Zuman,80,80,80,80,Medi
1998,WP,Babs,85,85,85,85,Medi
1998,WP,chip,40,40,40,40,Low
1998,WP,elvis,40,40,40,40,Low
1998,WP,Faith,65,65,65,65,Medi
1998,WP,gil,40,40,40,35,Low
1998,WP,nichole,35,35,35,35,Low
1998,WP,Otto,65,65,60,60,Medi
1998,WP,penny,50,50,45,45,Low
1998,WP,Rex,75,75,75,75,Medi
1998,WP,stella,60,60,60,60,Low
1998,WP,Todd,75,75,75,70,Medi
1998,WP,Vicki,75,75,75,75,Medi
1998,WP,waldo,45,45,45,45,Low
1998,WP,Yanni,65,60,60,60,Medi
1998,WP,ZEB,110,110,105,100,High
1999,EP,Adrian,85,85,80,75,Medi
1999,EP,BEATRIZ,105,105,105,100,High
1999,EP,calvin,35,35,35,35,Low
1999,EP,DORA,120,120,120,120,High
1999,EP,EUGENE,95,95,90,90,High
1999,EP,fernanda,55,50,50,45,Low
1999,EP,Greg,65,65,65,65,Medi
1999,EP,Hilary,65,65,60,60,Medi
1999,EP,irwin,50,50,45,45,Low
1999,NA,arlene,50,50,50,50,Low
1999,NA,BRET,125,125,120,120,High
1999,NA,CINDY,120,120,120,115,High
1999,NA,Dennis,90,90,90,90,Medi
1999,NA,emily,45,45,40,40,Low
1999,NA,FLOYD,135,135,125,125,High
1999,NA,GERT,130,130,125,125,High
1999,NA,harvey,50,50,50,50,Low
1999,NA,Irene,95,95,90,80,Medi
1999,NA,Jose,85,80,80,80,Medi
1999,NA,katrina,35,35,30,30,Low
1999,NA,LENNY,135,130,125,120,High
1999,SI,alda,52,52,50,50,Low
1999,SI,Alison,85,85,85,80,Medi
1999,SI,Billy,70,70,65,65,Medi
1999,SI,cathy,60,60,60,60,Low
1999,SI,chikita,37,37,37,35,Low
1999,SI,Damien/Biren,85,85,85,85,Medi
1999,SI,Davina,90,90,90,85,Medi
1999,SI,Elaine,90,90,90,90,Medi
1999,SI,FREDERIC/EVR,110,110,110,110,High
1999,SI,GWENDA,120,120,120,115,High
1999,SI,hamish,55,55,55,55,Low
1999,SI,hsk2299,33,33,33,32,Low
1999,SI,hsk3099,30,30,30,30,Low
1999,SI,THELMA,120,120,120,120,High
1999,SI,VANCE,120,120,115,115,High
1999,SI,zelia,40,40,40,40,Low
1999,SP,26f,55,55,55,55,Low
1999,SP,Cora,80,75,70,70,Medi
1999,SP,DANI,95,95,90,90,High
1999,SP,ella,45,45,40,40,Low
1999,SP,Frank,80,80,70,70,Medi
1999,SP,gita,45,45,45,45,Low
1999,SP,Hali,65,65,60,60,Medi
1999,SP,olinda,55,55,50,50,Low
1999,SP,pete,50,50,50,50,Low
1999,SP,rona,75,60,50,45,Low
1999,WP,ann,50,50,50,50,Low
1999,WP,Bart,90,90,90,90,Medi
1999,WP,cam,45,40,40,35,Low
1999,WP,Dan,80,75,75,75,Medi
1999,WP,eve,45,45,45,45,Low
1999,WP,gloria,50,50,50,50,Low
1999,WP,kate,55,55,55,50,Low
1999,WP,Leo,65,65,65,65,Medi
1999,WP,Maggie,75,75,75,70,Medi
1999,WP,neil,50,50,50,50,Low
1999,WP,Olga,65,65,60,60,Medi
1999,WP,paul,45,45,45,45,Low
1999,WP,sam,55,55,55,55,Low
1999,WP,tanya,50,50,45,45,Low
1999,WP,td0715,35,35,35,35,Low
1999,WP,virgil,50,50,50,45,Low
1999,WP,york,55,55,55,55,Low
1999,WP,zia,45,45,45,45,Low
2000,EP,Aletta,90,90,90,85,Medi
2000,EP,bud,45,45,45,45,Low
2000,EP,CARLOTTA,135,135,130,115,High
2000,EP,DANIEL,110,110,105,105,High
2000,EP,emilia,55,55,50,50,Low
2000,EP,fabio,45,45,40,40,Low
2000,EP,Gilma,70,70,65,60,Medi
2000,EP,Hector,70,70,65,65,Medi
2000,EP,ileana,60,60,60,60,Low
2000,EP,john,60,55,55,55,Low
2000,EP,kristy,35,35,35,30,Low
2000,EP,Lane,85,85,85,85,Medi
2000,EP,miriam,35,35,30,30,Low
2000,EP,norman,45,45,40,35,Low
2000,EP,olivia,55,55,55,55,Low
2000,EP,paul,40,35,35,35,Low
2000,EP,rosa,55,55,55,55,Low
2000,EP,upana,40,40,40,40,Low
2000,EP,wene,45,45,40,40,Low
2000,NA,ALBERTO,110,110,105,100,High
2000,NA,beryl,45,45,45,40,Low
2000,NA,chris,35,30,30,25,Low
2000,NA,Debby,75,75,70,70,Medi
2000,NA,ernesto,35,35,35,35,Low
2000,NA,Florence,70,65,65,65,Medi
2000,NA,Gordon,70,65,65,65,Medi
2000,NA,helene,60,60,60,55,Low
2000,NA,ISAAC,120,115,110,110,High
2000,NA,Joyce,80,80,75,75,Medi
2000,NA,KEITH,120,120,115,110,High
2000,NA,leslie,60,55,50,40,Low
2000,NA,Michael,85,75,75,75,Medi
2000,NA,nadine,50,50,50,45,Low
2000,SI,1319992000,50,50,45,45,Low
2000,SI,astride,50,50,50,50,Low
2000,SI,Babiola,85,85,85,80,Medi
2000,SI,CONNIE,100,100,100,95,High
2000,SI,damienne,35,35,35,33,Low
2000,SI,felicia,60,60,60,55,Low
2000,SI,gloria,50,45,40,35,Low
2000,SI,HUDAH,120,120,120,115,High
2000,SI,ilsa,55,55,50,50,Low
2000,SI,innocente,37,37,37,35,Low
2000,SI,JOHN,110,110,110,110,High
2000,SI,Kirrily,75,75,70,65,Medi
2000,SI,LEONE/ELINE,100,95,90,80,High
2000,SI,marcia,35,35,35,35,Low
2000,SI,NORMAN,100,95,85,85,High
2000,SI,olga,50,50,50,40,Low
2000,SI,PAUL,120,120,120,110,High
2000,SI,ROSITA,115,115,115,110,High
2000,SI,ts17s,30,30,30,30,Low
2000,SP,Iris,80,70,60,55,Medi
2000,SP,Jo,65,60,60,60,Medi
2000,SP,Kim,90,90,90,85,Medi
2000,SP,Mona,75,75,70,70,Medi
2000,SP,neil,40,40,35,35,Low
2000,SP,Tessi,70,70,60,55,Medi
2000,SP,ts18s(leo),50,50,50,50,Low
2000,SP,vaughan,60,55,50,50,Low
2000,WP,bebinca,60,60,55,55,Low
2000,WP,BILIS,110,110,110,110,High
2000,WP,bolaven,50,50,45,45,Low
2000,WP,bopha,45,45,45,45,Low
2000,WP,chanchu,35,35,35,35,Low
2000,WP,Damrey,90,90,90,85,Medi
2000,WP,Ewiniar,65,65,65,60,Medi
2000,WP,Jelawat,85,85,85,85,Medi
2000,WP,kaemi,40,40,40,35,Low
2000,WP,Kai-Tak,75,75,75,75,Medi
2000,WP,Kirogi,85,85,85,80,Medi
2000,WP,longwang,45,40,40,40,Low
2000,WP,maria,40,40,40,40,Low
2000,WP,Prapiroon,70,70,70,70,Medi
2000,WP,SAOMAI,95,95,95,95,High
2000,WP,SHANSHAN,95,95,95,95,High
2000,WP,sonamu,55,55,55,55,Low
2000,WP,Soulik,80,80,70,70,Medi
2000,WP,td1205,40,40,40,40,Low
2000,WP,tembin,40,40,40,40,Low
2000,WP,Wukong,75,75,70,70,Medi
2000,WP,Xangsane,75,75,75,75,Medi
2000,WP,Yagi,70,70,70,70,Medi
2001,EP,ADOLPH,125,125,125,115,High
2001,EP,barbara,50,45,45,45,Low
2001,EP,cosme,40,40,35,35,Low
2001,EP,Dalila,65,60,60,60,Medi
2001,EP,erick,35,35,35,35,Low
2001,EP,Flossie,90,85,85,80,Medi
2001,EP,Gil,85,85,85,80,Medi
2001,EP,henriette,55,50,50,50,Low
2001,EP,ivo,45,45,45,45,Low
2001,EP,JULIETTE,125,125,125,125,High
2001,EP,kiko,65,60,55,55,Low
2001,EP,lorena,50,45,45,40,Low
2001,EP,manuel,50,45,45,45,Low
2001,EP,Narda,75,70,70,65,Medi
2001,EP,Octave,75,75,65,65,Medi
2001,NA,allison,50,45,45,40,Low
2001,NA,barry,60,60,60,60,Low
2001,NA,chantal,60,60,60,60,Low
2001,NA,dean,60,60,55,55,Low
2001,NA,ERIN,105,105,105,100,High
2001,NA,FELIX,100,100,95,95,High
2001,NA,Gabrielle,70,70,65,65,Medi
2001,NA,Humberto,90,85,80,80,Medi
2001,NA,IRIS,125,125,120,115,High
2001,NA,jerry,45,45,45,45,Low
2001,NA,Karen,70,65,65,60,Medi
2001,NA,lorenzo,35,35,35,35,Low
2001,NA,MICHELLE,120,120,120,115,High
2001,NA,Noel,65,65,60,60,Medi
2001,NA,Olga,80,80,75,75,Medi
2001,SI,720002001,45,45,40,40,Low
2001,SI,alistair,60,60,60,55,Low
2001,SI,ANDO,105,105,105,105,High
2001,SI,Bindu,80,80,80,80,Medi
2001,SI,CHARLY,100,100,100,90,High
2001,SI,Dera,80,80,80,80,Medi
2001,SI,evariste,60,60,60,60,Low
2001,SI,hsk1701,35,35,35,33,Low
2001,SI,hsk2201,50,50,45,45,Low
2001,SI,SAM,110,110,100,100,High
2001,SI,terri,60,60,60,60,Low
2001,SI,vincent,45,45,45,45,Low
2001,SI,Walter,80,80,80,80,Medi
2001,SP,abigail,65,60,60,50,Low
2001,SP,oma,55,50,50,45,Low
2001,SP,PAULA,95,95,90,90,High
2001,SP,rita,45,45,45,45,Low
2001,SP,sose,60,60,60,60,Low
2001,SP,winsome,40,40,40,40,Low
2001,SP,wylva,40,40,40,35,Low
2001,WP,Chebi,65,65,65,60,Medi
2001,WP,cimaron,50,50,45,45,Low
2001,WP,Danas,85,85,85,85,Medi
2001,WP,durian,60,55,50,50,Low
2001,WP,FAXAI,105,105,100,95,High
2001,WP,Francisco,85,85,80,80,Medi
2001,WP,Haiyan,70,70,70,70,Medi
2001,WP,kajiki,35,35,35,35,Low
2001,WP,Kong-Rey,70,70,70,70,Medi
2001,WP,Krosa,80,80,80,80,Medi
2001,WP,Lekima,70,70,70,65,Medi
2001,WP,Lingling,85,85,85,85,Medi
2001,WP,Man-Yi,80,80,80,80,Medi
2001,WP,Nari,75,75,75,75,Medi
2001,WP,Pabuk,70,70,70,70,Medi
2001,WP,PODUL,100,100,100,95,High
2001,WP,sepat,45,45,45,40,Low
2001,WP,Toraji,75,75,75,75,Medi
2001,WP,trami,40,35,35,35,Low
2001,WP,utor,60,60,60,60,Low
2001,WP,Vipa,65,60,60,60,Medi
2001,WP,Wutip,90,90,90,85,Medi
2001,WP,yutu,55,55,50,50,Low
2002,EP,alika,55,50,50,50,Low
2002,EP,ALMA,100,100,95,90,High
2002,EP,boris,50,50,50,45,Low
2002,EP,cristina,55,50,50,45,Low
2002,EP,Douglas,90,90,90,85,Medi
2002,EP,ELE,110,100,90,90,High
2002,EP,ELIDA,140,130,130,120,High
2002,EP,FAUSTO,125,125,120,120,High
2002,EP,genevieve,60,60,60,60,Low
2002,EP,HERNAN,140,140,135,130,High
2002,EP,Huko,75,75,75,75,Medi
2002,EP,iselle,60,60,55,55,Low
2002,EP,julio,40,40,35,35,Low
2002,EP,KENNA,145,145,140,130,High
2002,EP,lowell,45,45,40,40,Low
2002,NA,arthur,50,50,50,50,Low
2002,NA,bertha,35,35,35,35,Low
2002,NA,cristobal,45,45,45,45,Low
2002,NA,dolly,50,50,45,45,Low
2002,NA,edouard,55,45,40,35,Low
2002,NA,fay,50,50,50,50,Low
2002,NA,Gustav,85,80,80,80,Medi
2002,NA,hanna,50,50,50,50,Low
2002,NA,ISIDORE,110,110,110,110,High
2002,NA,josephine,50,35,35,35,Low
2002,NA,Kyle,75,75,75,75,Medi
2002,NA,LILI,125,125,120,110,High
2002,SI,andre,50,50,50,50,Low
2002,SI,Bessi-Bako,65,65,65,65,Medi
2002,SI,bonnie,50,50,50,50,Low
2002,SI,CHRIS,110,110,110,105,High
2002,SI,cyprien,55,55,55,55,Low
2002,SI,DINA,115,115,110,110,High
2002,SI,Eddy,70,70,65,60,Medi
2002,SI,errol,35,35,35,35,Low
2002,SI,FRANCESCA,105,105,100,90,High
2002,SI,GUILLAUME,110,110,105,105,High
2002,SI,HARY,120,115,110,110,High
2002,SI,Ikala,90,90,85,80,Medi
2002,SI,Jery,80,80,80,80,Medi
2002,SI,Kesiny,70,65,60,60,Medi
2002,SP,bernie,50,50,50,45,Low
2002,SP,Claudia,70,65,65,60,Medi
2002,SP,des,45,40,35,35,Low
2002,SP,upia,40,40,40,40,Low
2002,SP,Waka,75,60,55,55,Medi
2002,WP,bavi,55,50,50,50,Low
2002,WP,CHATAAN,95,95,95,95,High
2002,WP,FENGSHEN,100,100,100,100,High
2002,WP,Fung-Wong,70,70,70,70,Medi
2002,WP,HAGIBIS,95,95,90,85,High
2002,WP,hagupit,45,45,35,35,Low
2002,WP,Haishen,85,85,80,75,Medi
2002,WP,Halong,85,85,85,85,Medi
2002,WP,HIGOS,95,95,95,95,High
2002,WP,kammuri,55,50,50,45,Low
2002,WP,maysak,55,55,55,50,Low
2002,WP,mekkhala,45,45,40,40,Low
2002,WP,MITAG,95,95,95,95,High
2002,WP,nakri,50,40,40,40,Low
2002,WP,noguri,60,60,60,60,Low
2002,WP,Phanfone,85,85,85,85,Medi
2002,WP,Pongsona,90,90,90,90,Medi
2002,WP,Rammasun,85,85,85,85,Medi
2002,WP,Rusa,80,80,80,80,Medi
2002,WP,Sinlaku,80,80,80,80,Medi
2002,WP,tapah,40,35,35,35,Low
2002,WP,vongfong,40,40,40,40,Low
2003,EP,andres,50,50,50,50,Low
2003,EP,blanca,50,45,45,45,Low
2003,EP,carlos,55,55,45,45,Low
2003,EP,dolores,35,35,30,30,Low
2003,EP,enrique,55,55,55,55,Low
2003,EP,felicia,45,40,40,40,Low
2003,EP,guillermo,50,50,50,50,Low
2003,EP,hilda,35,35,35,35,Low
2003,EP,Ignacio,90,90,85,80,Medi
2003,EP,Jimena,90,90,90,85,Medi
2003,EP,kevin,35,30,30,30,Low
2003,EP,Linda,65,65,60,55,Medi
2003,EP,Marty,85,85,80,75,Medi
2003,EP,Nora,90,90,90,90,Medi
2003,EP,olaf,65,55,55,55,Low
2003,EP,Patricia,70,65,65,65,Medi
2003,NA,ana,50,50,50,50,Low
2003,NA,bill,50,50,50,45,Low
2003,NA,Claudette,80,75,70,70,Medi
2003,NA,Danny,65,65,65,65,Medi
2003,NA,Erika,65,65,60,55,Medi
2003,NA,FABIAN,125,125,120,120,High
2003,NA,grace,35,35,35,35,Low
2003,NA,henri,50,40,35,30,Low
2003,NA,ISABEL,145,140,140,140,High
2003,NA,Juan,90,90,90,90,Medi
2003,NA,KATE,110,105,100,100,High
2003,NA,larry,55,50,50,50,Low
2003,NA,mindy,40,40,40,35,Low
2003,NA,nicholas,60,55,55,55,Low
2003,NA,odette,55,55,55,50,Low
2003,NA,peter,60,50,45,40,Low
2003,SI,abaimba,35,35,35,35,Low
2003,SI,Boura,70,70,70,65,Medi
2003,SI,craig,55,55,55,50,Low
2003,SI,Crystal,80,80,80,75,Medi
2003,SI,delfina,50,50,45,40,Low
2003,SI,Ebula,63,63,60,60,Medi
2003,SI,fari,50,45,40,40,Low
2003,SI,FIONA,95,90,90,90,High
2003,SI,Gerry,90,90,90,80,Medi
2003,SI,graham,40,40,35,35,Low
2003,SI,Hape,80,80,75,70,Medi
2003,SI,harriet,45,45,40,40,Low
2003,SI,INIGO,130,130,125,120,High
2003,SI,isha,35,35,35,35,Low
2003,SI,JAPHET,95,95,95,95,High
2003,SI,KALUNDE,115,115,115,115,High
2003,SI,luma,70,60,55,50,Low
2003,SI,Manou,83,83,80,80,Medi
2003,SP,Ami,80,80,80,75,Medi
2003,SP,BENI,110,110,100,100,High
2003,SP,cilla,40,35,35,35,Low
2003,SP,DOVI,110,110,110,100,High
2003,SP,ERICA,115,115,110,100,High
2003,SP,ESETA,100,100,95,90,High
2003,SP,fili,50,50,45,35,Low
2003,SP,Gina,80,80,80,80,Medi
2003,SP,yolande,45,45,45,40,Low
2003,SP,ZOE,130,125,125,125,High
2003,WP,Chan-Hom,85,85,85,85,Medi
2003,WP,Choi-Wan,70,70,70,70,Medi
2003,WP,Dujuan,80,80,80,80,Medi
2003,WP,Etau,85,85,85,80,Medi
2003,WP,Imbudo,90,90,85,85,Medi
2003,WP,Ketsana,90,90,85,85,Medi
2003,WP,koni,60,60,55,55,Low
2003,WP,Koppu,70,65,65,65,Medi
2003,WP,Krovanh,65,65,65,65,Medi
2003,WP,Kujira,90,90,90,85,Medi
2003,WP,linfa,55,55,55,55,Low
2003,WP,LUPIT,100,100,100,100,High
2003,WP,MAEMI,105,105,105,105,High
2003,WP,melor,50,50,45,45,Low
2003,WP,morakot,45,45,45,45,Low
2003,WP,nangka,50,50,50,50,Low
2003,WP,Nepartak,65,60,60,60,Medi
2003,WP,PARMA,95,95,95,95,High
2003,WP,Soudelor,80,80,75,75,Medi
2003,WP,vamco,35,35,35,35,Low
2003,WP,yanyan,35,35,35,35,Low
2004,EP,agatha,50,45,45,40,Low
2004,EP,blas,55,50,50,45,Low
2004,EP,Celia,75,70,65,60,Medi
2004,EP,DARBY,105,100,95,95,High
2004,EP,estelle,60,60,55,55,Low
2004,EP,Frank,75,75,70,65,Medi
2004,EP,georgette,55,50,50,50,Low
2004,EP,HOWARD,120,120,115,100,High
2004,EP,isis,65,60,55,55,Low
2004,EP,JAVIER,130,125,125,125,High
2004,EP,kay,40,35,30,30,Low
2004,EP,lester,45,45,35,30,Low
2004,NA,ALEX,105,105,100,95,High
2004,NA,bonnie,55,50,50,45,Low
2004,NA,CHARLEY,130,125,125,105,High
2004,NA,DANIELLE,95,95,90,90,High
2004,NA,earl,45,45,35,35,Low
2004,NA,FRANCES,125,125,125,120,High
2004,NA,Gaston,65,65,60,55,Medi
2004,NA,hermine,50,45,45,40,Low
2004,NA,IVAN,145,145,140,140,High
2004,NA,JEANNE,105,105,105,100,High
2004,NA,KARL,125,120,120,115,High
2004,NA,Lisa,65,65,60,60,Medi
2004,NA,matthew,40,40,40,40,Low
2004,NA,nicole,45,45,40,40,Low
2004,NA,otto,45,45,45,40,Low
2004,SI,abaimba,43,43,43,40,Low
2004,SI,Beni,95,95,80,80,Medi
2004,SI,Cela,65,65,65,65,Medi
2004,SI,darius,55,55,55,55,Low
2004,SI,Debbie,65,65,65,65,Medi
2004,SI,elita,65,60,60,55,Low
2004,SI,FAY,115,115,115,100,High
2004,SI,FRANK,100,100,100,95,High
2004,SI,GAFILO,125,125,120,120,High
2004,SI,Jana,85,80,80,80,Medi
2004,SI,juba,55,55,55,53,Low
2004,SI,linda,50,50,50,45,Low
2004,SI,MONTY,100,100,100,95,High
2004,SI,nicky-helma,60,60,60,60,Low
2004,SI,Oscar-Itsang,90,90,90,85,Medi
2004,SP,evan,35,35,30,30,Low
2004,SP,fritz,50,40,40,40,Low
2004,SP,grace,50,50,50,50,Low
2004,SP,HETA,115,115,115,115,High
2004,SP,Ivy,90,90,90,90,Medi
2004,WP,Aere,80,80,80,80,Medi
2004,WP,CHABA,110,110,110,110,High
2004,WP,chanthu,60,55,55,45,Low
2004,WP,Conson,80,80,80,80,Medi
2004,WP,DIANMU,100,100,100,100,High
2004,WP,haima,40,40,40,35,Low
2004,WP,kompasu,45,45,45,45,Low
2004,WP,MA-ON,100,100,100,100,High
2004,WP,malakas,45,45,40,40,Low
2004,WP,malou,40,40,40,40,Low
2004,WP,Meari,90,90,90,90,Medi
2004,WP,Megi,65,65,65,65,Medi
2004,WP,Meranti,75,75,75,70,Medi
2004,WP,MINDULLE,95,95,95,90,High
2004,WP,Muifa,80,80,75,75,Medi
2004,WP,Namtheun,85,85,85,85,Medi
2004,WP,Nanmadol,90,90,90,85,Medi
2004,WP,NIDA,95,95,90,90,High
2004,WP,Nock-Ten,85,85,85,85,Medi
2004,WP,noru,40,40,40,40,Low
2004,WP,omais,50,50,45,45,Low
2004,WP,Rananim,80,80,80,80,Medi
2004,WP,sarika,55,55,50,50,Low
2004,WP,SONGDA,95,95,95,95,High
2004,WP,Sudal,90,90,90,85,Medi
2004,WP,talas,40,40,40,40,Low
2004,WP,Tingting,80,80,80,80,Medi
