ID,shape,color,area,conv
8074,square,black,69,0
8075,square,black,23,0
8076,square,black,45,0
8077,square,black,8,0
8078,square,black,43,1
8079,square,black,3,0
8080,square,black,25,1
8081,square,black,45,1
8082,square,black,36,1
8083,square,black,38,1
8084,square,black,37,0
8085,square,black,61,1
8086,square,black,35,1
8087,square,black,45,0
8088,square,black,11,0
8089,square,black,31,1
8090,square,black,40,0
8091,square,black,25,0
8092,square,black,41,1
8093,square,black,77,1
8094,square,black,66,1
8095,square,black,38,1
8096,square,black,61,1
8097,square,black,39,1
8098,square,black,49,0
8099,square,black,22,1
8100,square,black,30,0
8101,square,black,47,1
8102,square,black,3,0
8103,square,black,49,0
8104,square,black,56,1
8105,square,black,41,1
8106,square,black,37,1
8107,square,black,25,0
8108,square,black,33,1
8109,square,black,19,1
8110,square,black,80,1
8111,square,black,26,0
8112,square,black,30,0
8113,square,black,17,1
8114,square,black,3,0
8115,square,black,57,0
8116,square,black,65,1
8117,square,black,3,0
8118,square,black,31,0
8119,square,black,36,0
8120,square,black,4,0
8121,square,black,34,1
8122,square,black,3,0
8123,square,black,3,0
8124,square,black,49,1
8125,square,black,23,1
8126,square,black,53,1
8127,square,black,16,0
8128,square,black,16,0
8129,square,black,49,1
8130,square,black,28,0
8131,square,black,51,1
8132,square,black,26,1
8133,square,black,17,0
8134,square,black,52,0
8135,square,black,54,0
8136,square,black,33,1
8137,square,black,29,0
8138,square,black,48,0
8139,square,black,3,1
8140,square,black,6,1
8141,square,black,61,1
8142,square,black,37,1
8143,square,black,17,0
8144,square,black,37,1
8145,square,black,44,1
8146,square,black,48,1
8147,square,black,36,0
8148,square,black,56,0
8149,square,black,36,0
8150,square,black,37,1
8151,square,black,3,0
8152,square,black,58,1
8153,square,black,3,0
8154,square,black,3,0
8155,square,black,3,0
8156,square,black,41,1
8157,square,black,20,1
8158,square,black,37,1
8159,square,black,20,0
8160,square,black,3,0
8161,square,black,29,1
8162,square,black,72,0
8163,square,black,3,0
8164,square,black,32,0
8165,square,black,72,1
8166,square,black,34,1
8167,square,black,41,1
8168,square,black,55,0
8169,square,black,6,0
8170,square,black,28,1
8171,square,black,7,0
8172,square,black,43,0
8173,square,black,65,1
8174,square,black,72,0
8175,square,black,25,0
8176,square,black,33,1
8177,square,black,25,1
8178,square,black,47,1
8179,square,black,8,0
8180,square,black,55,0
8181,square,black,3,0
8182,square,black,15,0
8183,square,black,9,1
8184,square,black,36,1
8185,square,black,15,1
8186,square,black,8,0
8187,square,black,80,0
8188,square,black,23,1
8189,square,black,39,1
8190,square,black,71,0
8191,square,black,12,0
8192,square,black,5,0
8193,square,black,3,0
8194,square,black,39,0
8195,square,black,22,0
8196,square,black,8,0
8197,square,black,44,1
8198,square,black,72,1
8199,square,black,9,0
8200,square,black,75,0
8201,square,black,66,1
8202,square,black,15,0
8203,square,black,3,0
8204,square,black,21,1
8205,square,black,13,0
8206,square,black,34,1
8207,square,black,9,0
8208,square,black,22,0
8209,square,black,33,1
8210,square,black,37,1
8211,square,black,16,1
8212,square,black,47,1
8213,square,black,31,1
8214,square,black,35,0
8215,square,black,14,0
8216,square,black,48,1
8217,square,black,10,0
8218,square,black,23,1
8219,square,black,42,0
8220,square,black,17,0
8221,square,black,38,1
8222,square,black,48,0
8223,square,black,31,1
8224,square,black,39,1
8225,square,black,40,0
8226,square,black,50,1
8227,square,black,52,1
8228,square,black,30,1
8229,square,black,32,0
8230,square,black,32,1
8231,square,black,3,0
8232,square,black,32,1
8233,square,black,26,0
8234,square,black,39,0
8235,square,black,45,0
8236,square,black,18,1
8237,square,black,29,0
8238,square,black,39,1
8239,square,black,48,1
8240,square,black,32,1
8241,square,black,49,1
8242,square,black,45,0
8243,square,black,8,0
8244,square,black,41,1
8245,square,black,38,1
8246,square,black,40,1
8247,square,black,53,0
8248,square,black,15,0
8249,square,black,18,1
8250,square,black,29,1
8251,square,black,49,0
8252,square,black,13,1
8253,square,black,29,0
8254,square,black,52,1
8255,square,black,22,1
8256,square,black,7,1
8257,square,black,57,0
8258,square,black,54,1
8259,square,black,61,0
8260,square,black,39,0
8261,square,black,57,1
8262,square,black,36,0
8263,square,black,16,0
8264,square,black,9,0
8265,square,black,21,0
8266,square,black,10,0
8267,square,black,22,0
8268,square,black,36,1
8269,square,black,17,0
8270,square,black,18,0
8271,square,black,6,1
8272,square,black,46,1
8273,square,black,34,0
8274,square,black,3,0
8275,square,black,35,0
8276,square,black,49,1
8277,square,black,43,0
8278,square,black,29,1
8279,square,black,3,0
8280,square,black,24,1
8281,square,black,44,1
8282,square,black,16,1
8283,square,black,29,0
8284,square,black,16,0
8285,square,black,33,1
8286,square,black,21,1
8287,square,black,43,1
8288,square,black,34,1
8289,square,black,3,1
8290,square,black,40,0
8291,square,black,12,0
8292,square,black,13,0
8293,square,black,36,0
8294,square,black,20,0
8295,square,black,46,1
8296,square,black,28,1
8297,square,black,49,0
8298,square,black,41,1
8299,square,black,30,1
8300,square,black,13,0
8301,square,black,8,0
8302,square,black,35,1
8303,square,black,10,1
8304,square,black,19,0
8305,square,black,19,0
8306,square,black,6,0
8307,square,black,39,1
8308,square,black,49,0
8309,square,black,40,1
8310,square,black,25,1
8311,square,black,81,0
8312,square,black,65,1
8313,square,black,14,1
8314,square,black,30,0
8315,square,black,31,1
8316,square,black,52,0
8317,square,black,40,1
8318,square,black,25,0
8319,square,black,31,1
8320,square,black,55,0
8321,square,black,51,1
8322,square,black,29,0
8323,square,black,45,1
8324,square,black,17,1
8325,square,black,30,1
8326,square,black,38,1
8327,square,black,20,0
8328,square,black,46,1
8329,square,black,43,0
8330,square,black,73,1
8331,square,black,32,1
8332,square,black,29,1
8333,square,black,12,1
8334,square,black,55,1
8335,square,black,15,0
8336,square,black,52,1
8337,square,black,20,0
8338,square,black,22,0
8339,square,black,38,1
8340,square,black,18,0
8341,square,black,26,0
8342,square,black,24,1
8343,square,black,28,1
8344,square,black,19,1
8345,square,black,51,1
8346,square,black,28,1
8347,square,black,12,1
8348,square,black,64,1
8349,square,black,20,1
8350,square,black,47,1
8351,square,black,15,0
8352,square,black,48,1
8353,square,black,20,0
8354,square,black,35,0
8355,square,black,3,0
8356,square,black,32,0
8357,square,black,32,0
8358,square,black,58,0
8359,square,black,40,1
8360,square,black,59,0
8361,square,black,72,0
8362,square,black,19,1
8363,square,black,15,0
8364,square,black,3,0
8365,square,black,15,0
8366,square,black,24,1
8367,square,black,32,0
8368,square,black,34,0
8369,square,black,35,1
8370,square,black,38,1
8371,square,black,17,1
8372,square,black,3,0
8373,square,black,54,1
8374,square,black,26,1
8375,square,black,26,0
8376,square,black,27,1
8377,square,black,27,0
8378,square,black,35,0
8379,square,black,41,1
8380,square,black,26,1
8381,square,black,19,0
8382,square,black,36,0
8383,square,black,31,0
8384,square,black,38,1
8385,square,black,17,1
8386,square,black,53,1
8387,square,black,3,0
8388,square,black,24,0
8389,square,black,28,1
8390,square,black,43,1
8391,square,black,39,1
8392,square,black,53,0
8393,square,black,47,1
8394,square,black,12,0
8395,square,black,15,1
8396,square,black,26,0
8397,square,black,3,0
8398,square,black,3,0
8399,square,black,38,0
8400,square,black,21,1
8401,square,black,37,1
8402,square,black,19,0
8403,square,black,29,1
8404,square,black,47,0
8405,square,black,52,0
8406,square,black,45,1
8407,square,black,7,0
8408,square,black,35,0
8409,square,black,15,1
8410,square,black,53,0
8411,square,black,55,0
8412,square,black,3,0
8413,square,black,36,0
8414,square,black,41,1
8415,square,black,45,1
8416,square,black,14,0
8417,square,black,38,0
8418,square,black,35,1
8419,square,black,26,1
8420,square,black,18,0
8421,square,black,10,1
8422,square,black,14,0
8423,square,black,65,0
8424,square,black,35,0
8425,square,black,3,0
8426,square,black,18,0
8427,square,black,17,1
8428,square,black,39,1
8429,square,black,33,1
8430,square,black,42,1
8431,square,black,32,0
8432,square,black,39,1
8433,square,black,20,0
8434,square,black,38,0
8435,square,black,18,1
8436,square,black,45,1
8437,square,black,33,1
8438,square,black,34,1
8439,square,black,56,0
8440,square,black,42,1
8441,square,black,50,0
8442,square,black,47,0
8443,square,black,44,0
8444,square,black,36,0
8445,square,black,43,1
8446,square,black,41,0
8447,square,black,45,1
8448,square,black,48,0
8449,square,black,57,0
8450,square,black,57,1
8451,square,black,32,1
8452,square,black,39,0
8453,square,black,24,1
8454,square,black,55,1
8455,square,black,8,0
8456,square,black,37,0
8457,square,black,25,1
8458,square,black,34,1
8459,square,black,53,0
8460,square,black,37,1
8461,square,black,28,0
8462,square,black,44,1
8463,square,black,33,1
8464,square,black,42,1
8465,square,black,11,0
8466,square,black,13,0
8467,square,black,6,1
8468,square,black,28,0
8469,square,black,54,1
8470,square,black,35,0
8471,square,black,34,0
8472,square,black,55,1
8473,square,black,27,1
8474,square,black,59,1
8475,square,black,27,0
8476,square,black,56,0
8477,square,black,47,1
8478,square,black,54,1
8479,square,black,30,0
8480,square,black,3,0
8481,square,black,34,1
8482,square,black,3,0
8483,square,black,3,1
8484,square,black,68,1
8485,square,black,12,1
8486,square,black,24,1
8487,square,black,24,0
8488,square,black,64,0
8489,square,black,38,1
8490,square,black,28,0
8491,square,black,23,1
8492,square,black,28,1
8493,square,black,64,1
8494,square,black,3,0
8495,square,black,25,0
8496,square,black,43,1
8497,square,black,17,1
8498,square,black,20,1
8499,square,black,31,0
8500,square,black,25,0
8501,square,black,47,1
8502,square,black,26,1
8503,square,black,19,1
8504,square,black,33,0
8505,square,black,36,1
8506,square,black,49,1
8507,square,black,26,0
8508,square,black,29,0
8509,square,black,34,1
8510,square,black,30,1
8511,square,black,23,0
8512,square,black,52,0
8513,square,black,48,1
8514,square,black,6,0
8515,square,black,57,1
8516,square,black,33,0
8517,square,black,39,1
8518,square,black,3,0
8519,square,black,32,0
8520,square,black,28,1
8521,square,black,25,0
8522,square,black,36,1
8523,square,black,20,0
8524,square,black,45,1
8525,square,black,8,0
8526,square,black,4,0
8527,square,black,68,1
8528,square,black,27,0
8529,square,black,65,1
8530,square,black,28,0
8531,square,black,21,0
8532,square,black,45,1
8533,square,black,32,1
8534,square,black,3,0
8535,square,black,13,1
8536,square,black,15,0
8537,square,black,36,1
8538,square,black,57,1
8539,square,black,13,0
8540,square,black,34,1
8541,square,black,37,1
8542,square,black,15,1
8543,square,black,3,0
8544,square,black,26,1
8545,square,black,42,0
8546,square,black,16,0
8547,square,black,9,0
8548,square,black,34,0
8549,square,black,44,0
8550,square,black,29,1
8551,square,black,27,1
8552,square,black,18,1
8553,square,black,30,0
8554,square,black,5,0
8555,square,black,23,1
8556,square,black,28,0
8557,square,black,3,1
8558,square,black,25,0
8559,square,black,24,1
8560,square,black,36,0
8561,square,black,55,0
8562,square,black,16,1
8563,square,black,67,1
8564,square,black,15,0
8565,square,black,32,0
8566,square,black,3,0
8567,square,black,38,0
8568,square,black,16,0
8569,square,black,11,0
8570,square,black,22,1
8571,square,black,3,0
8572,square,black,32,1
8573,square,black,50,0
8574,square,black,14,0
8575,square,black,29,1
8576,square,black,37,1
8577,square,black,37,1
8578,square,black,25,0
8579,square,black,47,0
8580,square,black,64,0
8581,square,black,37,1
8582,square,black,22,1
8583,square,black,40,0
8584,square,black,72,1
8585,square,black,45,1
8586,square,black,40,0
8587,square,black,14,0
8588,square,black,23,1
8589,square,black,39,0
8590,square,black,18,0
8591,square,black,52,1
8592,square,black,20,1
8593,square,black,13,0
8594,square,black,53,1
8595,square,black,51,0
8596,square,black,29,1
8597,square,black,42,1
8598,square,black,72,1
8599,square,black,24,1
8600,square,black,45,0
8601,square,black,47,1
8602,square,black,4,0
8603,square,black,32,1
8604,square,black,58,1
8605,square,black,36,1
8606,square,black,9,0
8607,square,black,31,0
8608,square,black,50,1
8609,square,black,62,0
8610,square,black,3,0
8611,square,black,30,1
8612,square,black,8,1
8613,square,black,8,0
8614,square,black,47,1
8615,square,black,48,1
8616,square,black,42,1
8617,square,black,42,1
8618,square,black,39,0
8619,square,black,3,0
8620,square,black,28,0
8621,square,black,28,0
8622,square,black,41,1
8623,square,black,66,1
8624,square,black,21,1
8625,square,black,41,0
8626,square,black,4,0
8627,square,black,37,1
8628,square,black,20,0
8629,square,black,40,1
8630,square,black,63,0
8631,square,black,23,1
8632,square,black,38,0
8633,square,black,47,1
8634,square,black,7,0
8635,square,black,25,0
8636,square,black,21,1
8637,square,black,35,1
8638,square,black,45,1
8639,square,black,14,1
8640,square,black,38,0
8641,square,black,24,1
8642,square,black,35,0
8643,square,black,4,0
8644,square,black,31,1
8645,square,black,32,0
8646,square,black,67,1
8647,square,black,22,0
8648,square,black,22,1
8649,square,black,58,1
8650,square,black,67,0
8651,square,black,3,0
8652,square,black,46,0
8653,square,black,20,0
8654,square,black,54,1
8655,square,black,36,0
8656,square,black,36,1
8657,square,black,26,1
8658,square,black,3,0
8659,square,black,61,1
8660,square,black,21,0
8661,square,black,3,0
8662,square,black,36,0
8663,square,black,66,1
8664,square,black,37,1
8665,square,black,33,0
8666,square,black,75,0
8667,square,black,37,0
8668,square,black,3,0
8669,square,black,29,0
8670,square,black,51,1
8671,square,black,93,0
8672,square,black,26,0
8673,square,black,6,0
8674,square,black,31,0
8675,square,black,44,0
8676,square,black,16,0
8677,square,black,23,1
8678,square,black,18,1
8679,square,black,40,1
8680,square,black,23,1
8681,square,black,52,0
8682,square,black,3,0
8683,square,black,22,1
8684,square,black,60,0
8685,square,black,51,1
8686,square,black,61,1
8687,square,black,11,1
8688,square,black,52,1
8689,square,black,41,0
8690,square,black,36,0
8691,square,black,22,1
8692,square,black,19,0
8693,square,black,52,1
8694,square,black,17,0
8695,square,black,19,0
8696,square,black,21,1
8697,square,black,37,1
8698,square,black,21,0
8699,square,black,29,1
8700,square,black,57,0
8701,square,black,50,1
8702,square,black,32,1
8703,square,black,40,0
8704,square,black,36,1
8705,square,black,13,0
8706,square,black,19,0
8707,square,black,49,1
8708,square,black,44,1
8709,square,black,44,1
8710,square,black,10,0
8711,square,black,59,0
8712,square,black,35,0
8713,square,black,36,1
8714,square,black,49,1
8715,square,black,9,0
8716,square,black,41,1
8717,square,black,29,0
8718,square,black,37,0
8719,square,black,61,0
8720,square,black,22,0
8721,square,black,15,1
8722,square,black,38,1
8723,square,black,3,0
8724,square,black,37,1
8725,square,black,14,0
8726,square,black,30,1
8727,square,black,16,0
8728,square,black,25,1
8729,square,black,27,1
8730,square,black,33,0
8731,square,black,55,1
8732,square,black,80,1
8733,square,black,3,0
8734,square,black,9,1
8735,square,black,82,1
8736,square,black,41,0
8737,square,black,19,0
8738,square,black,63,0
8739,square,black,59,0
8740,square,black,3,0
8741,square,black,71,0
8742,square,black,39,0
8743,square,black,47,0
8744,square,black,19,1
8745,square,black,36,1
8746,square,black,19,1
8747,square,black,3,0
8748,square,black,45,1
8749,square,black,50,1
8750,square,black,27,1
8751,square,black,37,0
8752,square,black,34,1
8753,square,black,56,1
8754,square,black,60,1
8755,square,black,23,0
8756,square,black,13,0
8757,square,black,47,1
8758,square,black,7,0
8759,square,black,3,0
8760,square,black,3,0
8761,square,black,5,1
8762,square,black,3,0
8763,square,black,66,0
8764,square,black,46,0
8765,square,black,15,1
8766,square,black,30,0
8767,square,black,58,0
8768,square,black,49,1
8769,square,black,15,0
8770,square,black,64,1
8771,square,black,42,1
8772,square,black,28,1
8773,square,black,6,0
8774,square,black,28,1
8775,square,black,30,0
8776,square,black,25,1
8777,square,black,36,1
8778,square,black,43,0
8779,square,black,17,0
8780,square,black,34,0
8781,square,black,48,1
8782,square,black,17,1
8783,square,black,33,0
8784,square,black,32,0
8785,square,black,51,0
8786,square,black,41,1
8787,square,black,60,1
8788,square,black,26,0
8789,square,black,21,0
8790,square,black,37,1
8791,square,black,8,0
8792,square,black,64,0
8793,square,black,19,1
8794,square,black,46,0
8795,square,black,9,0
8796,square,black,48,0
8797,square,black,63,0
8798,square,black,23,1
8799,square,black,7,0
8800,square,black,20,0
8801,square,black,14,1
8802,square,black,12,0
8803,square,black,29,1
8804,square,black,34,0
8805,square,black,8,0
8806,square,black,18,1
8807,square,black,62,0
8808,square,black,35,1
8809,square,black,79,0
8810,square,black,38,1
8811,square,black,74,0
8812,square,black,28,0
8813,square,black,37,0
8814,square,black,41,1
8815,square,black,53,0
8816,square,black,52,0
8817,square,black,42,1
8818,square,black,41,1
8819,square,black,3,0
8820,square,black,45,0
8821,square,black,73,1
8822,square,black,3,0
8823,square,black,33,0
8824,square,black,46,1
8825,square,black,42,1
8826,square,black,30,0
8827,square,black,36,1
8828,square,black,34,1
8829,square,black,37,0
8830,square,black,46,1
8831,square,black,19,0
8832,square,black,59,0
8833,square,black,23,1
8834,square,black,38,0
8835,square,black,24,0
8836,square,black,79,0
8837,square,black,7,0
8838,square,black,27,0
8839,square,black,40,0
8840,square,black,39,1
8841,square,black,50,1
8842,square,black,58,0
8843,square,black,62,0
8844,square,black,28,1
8845,square,black,55,1
8846,square,black,14,1
8847,square,black,42,1
8848,square,black,29,1
8849,square,black,18,1
8850,square,black,57,1
8851,square,black,38,0
8852,square,black,43,0
8853,square,black,65,0
8854,square,black,60,1
8855,square,black,53,0
8856,square,black,15,1
8857,square,black,4,0
8858,square,black,41,1
8859,square,black,31,1
8860,square,black,15,0
8861,square,black,42,0
8862,square,black,28,1
8863,square,black,34,1
8864,square,black,23,0
8865,square,black,3,0
8866,square,black,3,1
8867,square,black,36,1
8868,square,black,25,0
8869,square,black,23,1
8870,square,black,58,1
8871,square,black,42,1
8872,square,black,31,1
8873,square,black,21,0
8874,square,black,42,1
8875,square,black,35,1
8876,square,black,3,0
8877,square,black,46,0
8878,square,black,77,0
8879,square,black,22,1
8880,square,black,16,1
8881,square,black,3,1
8882,square,black,43,0
8883,square,black,39,1
8884,square,black,53,1
8885,square,black,16,1
8886,square,black,29,1
8887,square,black,5,1
8888,square,black,46,1
8889,square,black,70,1
8890,square,black,12,0
8891,square,black,37,1
8892,square,black,16,1
8893,square,black,26,1
8894,square,black,52,1
8895,square,black,5,0
8896,square,black,47,1
8897,square,black,47,1
8898,square,black,49,1
8899,square,black,7,0
8900,square,black,27,1
8901,square,black,79,1
8902,square,black,38,0
8903,square,black,30,1
8904,square,black,3,0
8905,square,black,21,0
8906,square,black,21,0
8907,square,black,47,1
8908,square,black,50,0
8909,square,black,3,1
8910,square,black,30,1
8911,square,black,39,0
8912,square,black,3,1
8913,square,black,20,0
8914,square,black,48,1
8915,square,black,37,1
8916,square,black,23,0
8917,square,black,33,1
8918,square,black,58,0
8919,square,black,23,1
8920,square,black,45,1
8921,square,black,28,1
8922,square,black,69,1
8923,square,black,29,1
8924,square,black,3,0
8925,square,black,19,0
8926,square,black,16,0
8927,square,black,53,0
8928,square,black,38,0
8929,square,black,39,0
8930,square,black,38,0
8931,square,black,51,1
8932,square,black,3,0
8933,square,black,11,0
8934,square,black,47,1
8935,square,black,21,0
8936,square,black,63,0
8937,square,black,9,1
8938,square,black,19,0
8939,square,black,13,0
8940,square,black,3,0
8941,square,black,17,0
8942,square,black,44,1
8943,square,black,26,1
8944,square,black,15,0
8945,square,black,17,0
8946,square,black,34,1
8947,square,black,52,1
8948,square,black,18,1
8949,square,black,75,0
8950,square,black,43,0
8951,square,black,45,1
8952,square,black,42,0
8953,square,black,37,0
8954,square,black,15,0
8955,square,black,3,0
8956,square,black,55,1
8957,square,black,32,0
8958,square,black,6,0
8959,square,black,3,0
8960,square,black,63,1
8961,square,black,26,1
8962,square,black,42,1
8963,square,black,83,1
8964,square,black,48,1
8965,square,black,41,0
8966,square,black,37,1
8967,square,black,43,1
8968,square,black,25,1
8969,square,black,12,0
8970,square,black,52,0
8971,square,black,62,1
8972,square,black,5,0
8973,square,black,56,1
8974,square,black,36,1
8975,square,black,67,0
8976,square,black,50,1
8977,square,black,36,1
8978,square,black,28,1
8979,square,black,12,0
8980,square,black,72,0
8981,square,black,32,0
8982,square,black,38,1
8983,square,black,49,1
8984,square,black,44,1
8985,square,black,43,0
8986,square,black,57,1
8987,square,black,58,1
8988,square,black,44,1
8989,square,black,44,1
8990,square,black,56,0
8991,square,black,12,1
8992,square,black,11,0
8993,square,black,31,1
8994,square,black,22,0
8995,square,black,22,0
8996,square,black,38,0
8997,square,black,17,0
8998,square,black,45,0
8999,square,black,12,0
9000,square,black,18,1
9001,square,gray,25,0
9002,square,gray,31,0
9003,square,gray,31,0
9004,square,gray,20,1
9005,square,gray,34,1
9006,square,gray,21,0
9007,square,gray,21,0
9008,square,gray,40,0
9009,square,gray,28,0
9010,square,gray,25,1
9011,square,gray,28,0
9012,square,gray,35,0
9013,square,gray,22,0
9014,square,gray,24,1
9015,square,gray,22,1
9016,square,gray,10,0
9017,square,gray,31,0
9018,square,gray,21,0
9019,square,gray,28,0
9020,square,gray,38,0
9021,square,gray,15,1
9022,square,gray,32,1
9023,square,gray,21,0
9024,square,gray,17,1
9025,square,gray,29,0
9026,square,gray,23,0
9027,square,gray,22,0
9028,square,gray,20,0
9029,square,gray,36,1
9030,square,gray,17,1
9031,square,gray,33,0
9032,square,gray,30,0
9033,square,gray,32,0
9034,square,gray,25,0
9035,square,gray,25,0
9036,square,gray,33,0
9037,square,gray,26,1
9038,square,gray,32,1
9039,square,gray,24,1
9040,square,gray,30,1
9041,square,gray,26,1
9042,square,gray,28,1
9043,square,gray,42,0
9044,square,gray,26,1
9045,square,gray,27,1
9046,square,gray,30,1
9047,square,gray,31,1
9048,square,gray,29,1
9049,square,gray,24,0
9050,square,gray,24,0
9051,square,gray,17,0
9052,square,gray,22,0
9053,square,gray,37,1
9054,square,gray,17,1
9055,square,gray,21,1
9056,square,gray,36,1
9057,square,gray,27,0
9058,square,gray,21,1
9059,square,gray,19,1
9060,square,gray,24,1
9061,square,gray,34,0
9062,square,gray,29,0
9063,square,gray,16,1
9064,square,gray,34,1
9065,square,gray,19,0
9066,square,gray,43,1
9067,square,gray,27,1
9068,square,gray,32,1
9069,square,gray,31,1
9070,square,gray,32,1
9071,square,gray,31,1
9072,square,gray,18,0
9073,square,gray,34,1
9074,square,gray,34,1
9075,square,gray,21,1
9076,square,gray,33,1
9077,square,gray,25,0
9078,square,gray,20,1
9079,square,gray,31,1
9080,square,gray,39,1
9081,square,gray,22,0
9082,square,gray,37,1
9083,square,gray,23,0
9084,square,gray,18,1
9085,square,gray,31,1
9086,square,gray,29,1
9087,square,gray,9,1
9088,square,gray,27,0
9089,square,gray,25,0
9090,square,gray,24,1
9091,square,gray,13,1
9092,square,gray,32,1
9093,square,gray,25,1
9094,square,gray,29,0
9095,square,gray,21,1
9096,square,gray,36,0
9097,square,gray,22,1
9098,square,gray,28,0
9099,square,gray,35,1
9100,square,gray,27,0
9101,square,gray,31,0
9102,square,gray,28,1
9103,square,gray,18,1
9104,square,gray,37,1
9105,square,gray,26,0
9106,square,gray,33,0
9107,square,gray,33,1
9108,square,gray,32,1
9109,square,gray,24,0
9110,square,gray,34,1
9111,square,gray,34,0
9112,square,gray,30,1
9113,square,gray,15,0
9114,square,gray,22,0
9115,square,gray,13,1
9116,square,gray,25,1
9117,square,gray,38,1
9118,square,gray,34,1
9119,square,gray,35,0
9120,square,gray,24,1
9121,square,gray,34,1
9122,square,gray,19,0
9123,square,gray,19,1
9124,square,gray,22,1
9125,square,gray,24,0
9126,square,gray,32,0
9127,square,gray,27,1
9128,square,gray,41,1
9129,square,gray,30,0
9130,square,gray,25,1
9131,square,gray,36,0
9132,square,gray,36,1
9133,square,gray,22,1
9134,square,gray,34,0
9135,square,gray,16,0
9136,square,gray,20,1
9137,square,gray,34,1
9138,square,gray,18,0
9139,square,gray,31,1
9140,square,gray,30,1
9141,square,gray,28,1
9142,square,gray,29,0
9143,square,gray,22,0
9144,square,gray,37,0
9145,square,gray,27,0
9146,square,gray,26,0
9147,square,gray,31,0
9148,square,gray,14,0
9149,square,gray,20,1
9150,square,gray,29,0
9151,square,gray,37,0
9152,square,gray,23,1
9153,square,gray,14,1
9154,square,gray,31,0
9155,square,gray,31,0
9156,square,gray,25,0
9157,square,gray,35,1
9158,square,gray,28,1
9159,square,gray,27,1
9160,square,gray,21,0
9161,square,gray,34,1
9162,square,gray,32,1
9163,square,gray,22,0
9164,square,gray,23,0
9165,square,gray,34,1
9166,square,gray,25,0
9167,square,gray,21,0
9168,square,gray,32,1
9169,square,gray,24,0
9170,square,gray,33,1
9171,square,gray,31,1
9172,square,gray,11,0
9173,square,gray,16,1
9174,square,gray,30,0
9175,square,gray,25,0
9176,square,gray,20,1
9177,square,gray,34,1
9178,square,gray,27,1
9179,square,gray,36,0
9180,square,gray,37,1
9181,square,gray,30,0
9182,square,gray,28,1
9183,square,gray,27,1
9184,square,gray,24,0
9185,square,gray,36,0
9186,square,gray,31,1
9187,square,gray,33,0
9188,square,gray,25,1
9189,square,gray,16,1
9190,square,gray,35,0
9191,square,gray,34,0
9192,square,gray,33,1
9193,square,gray,24,1
9194,square,gray,34,0
9195,square,gray,28,1
9196,square,gray,27,0
9197,square,gray,18,0
9198,square,gray,20,0
9199,square,gray,30,0
9200,square,gray,28,1
9201,square,gray,14,0
9202,square,gray,33,0
9203,square,gray,24,1
9204,square,gray,30,1
9205,square,gray,24,0
9206,square,gray,25,1
9207,square,gray,24,1
9208,square,gray,28,0
9209,square,gray,16,1
9210,square,gray,21,0
9211,square,gray,29,1
9212,square,gray,37,1
9213,square,gray,32,1
9214,square,gray,28,0
9215,square,gray,26,1
9216,square,gray,31,0
9217,square,gray,22,1
9218,square,gray,29,0
9219,square,gray,27,0
9220,square,gray,33,1
9221,square,gray,23,0
9222,square,gray,28,1
9223,square,gray,15,0
9224,square,gray,31,1
9225,square,gray,29,0
9226,square,gray,30,1
9227,square,gray,26,0
9228,square,gray,17,0
9229,square,gray,36,1
9230,square,gray,37,1
9231,square,gray,43,0
9232,square,gray,22,1
9233,square,gray,33,0
9234,square,gray,22,1
9235,square,gray,23,0
9236,square,gray,31,0
9237,square,gray,27,1
9238,square,gray,26,1
9239,square,gray,37,0
9240,square,gray,27,1
9241,square,gray,36,1
9242,square,gray,25,0
9243,square,gray,25,0
9244,square,gray,26,0
9245,square,gray,32,1
9246,square,gray,23,0
9247,square,gray,22,0
9248,square,gray,33,1
9249,square,gray,34,0
9250,square,gray,33,1
9251,square,gray,32,0
9252,square,gray,21,0
9253,square,gray,34,0
9254,square,gray,33,0
9255,square,gray,30,1
9256,square,gray,32,0
9257,square,gray,28,1
9258,square,gray,28,0
9259,square,gray,16,1
9260,square,gray,26,1
9261,square,gray,26,1
9262,square,gray,26,1
9263,square,gray,38,0
9264,square,gray,25,0
9265,square,gray,25,1
9266,square,gray,19,1
9267,square,gray,25,1
9268,square,gray,24,0
9269,square,gray,24,1
9270,square,gray,39,0
9271,square,gray,23,1
9272,square,gray,27,0
9273,square,gray,28,1
9274,square,gray,26,1
9275,square,gray,41,1
9276,square,gray,13,0
9277,square,gray,21,0
9278,square,gray,29,1
9279,square,gray,23,1
9280,square,gray,19,1
9281,square,gray,12,0
9282,square,gray,11,1
9283,square,gray,36,0
9284,square,gray,18,0
9285,square,gray,30,1
9286,square,gray,42,1
9287,square,gray,31,1
9288,square,gray,18,0
9289,square,gray,21,1
9290,square,gray,33,0
9291,square,gray,23,1
9292,square,gray,30,1
9293,square,gray,29,0
9294,square,gray,27,0
9295,square,gray,34,0
9296,square,gray,20,0
9297,square,gray,30,1
9298,square,gray,35,1
9299,square,gray,26,0
9300,square,gray,24,0
9301,square,gray,28,0
9302,square,gray,21,0
9303,square,gray,31,1
9304,square,gray,22,0
9305,square,gray,36,1
9306,square,gray,26,1
9307,square,gray,26,1
9308,square,gray,32,1
9309,square,gray,25,1
9310,square,gray,29,1
9311,square,gray,20,1
9312,square,gray,23,0
9313,square,gray,26,1
9314,square,gray,23,0
9315,square,gray,30,0
