"Year","fixed_acidity","volatile_acidity","citric_acid","residual_sugar","chlorides","free_sulfur_dioxide","total_sulfur_dioxide","density","pH","sulphates","alcohol","quality","colour","ROLE","alpha"
"2002","6.8","0.26","0.46","8.3","0.037","49","173","0.99601","3.17","0.47","9.3","5","WHITE","VALIDATE","0.30797490756958"
"2004","7","0.12","0.29","10.3","0.039","41","98","0.99564","3.19","0.38","9.8","8","WHITE","TRAIN","0.94382740883156"
"2005","7.1","0.29","0.34","7.8","0.036","49","128","0.99397","3.21","0.4","10.7","6","WHITE","TEST","0.03370531531982"
"2004","4.9","0.33","0.31","1.2","0.016","39","150","0.98713","3.33","0.59","14","8","WHITE","TEST","0.094647629885"
"2003","5.1","0.29","0.28","8.3","0.026","27","107","0.99308","3.36","0.37","11","6","WHITE","TRAIN","0.84453156823292"
"2002","5.1","0.29","0.28","8.3","0.026","27","107","0.99308","3.36","0.37","11","6","WHITE","VALIDATE","0.31338156829588"
"2003","6.8","0.26","0.48","6.2","0.049","55","182","0.99582","3.21","0.45","9.4","6","WHITE","TEST","0.2252780762501"
"2004","6","0.28","0.52","5","0.078","30","139","0.99494","3.1","0.36","9","6","WHITE","TRAIN","0.93032028223387"
"2003","6","0.28","0.25","1.8","0.042","8","108","0.9929","3.08","0.55","9","5","WHITE","TEST","0.19492878322489"
"2003","7.2","0.2","0.22","1.6","0.044","17","101","0.99471","3.37","0.53","10","5","WHITE","TEST","0.15380111546255"
"2002","6.1","0.27","0.25","1.8","0.041","9","109","0.9929","3.08","0.54","9","5","WHITE","VALIDATE","0.3482989417389"
"2004","6","0.28","0.25","1.8","0.042","8","108","0.9929","3.08","0.55","9","5","WHITE","TRAIN","0.9411574138794"
"2001","6.4","0.29","0.3","2.9","0.036","25","79","0.99037","3.29","0.6","12.4","7","WHITE","VALIDATE","0.36935623735189"
"2004","7.4","0.35","0.24","6","0.042","28","123","0.99304","3.14","0.44","11.3","5","WHITE","TEST","0.14899769006296"
"2001","8.1","0.12","0.38","0.9","0.034","36","86","0.99026","2.8","0.55","12","6","WHITE","VALIDATE","0.41637478582561"
"2001","6.4","0.12","0.3","1.1","0.031","37","94","0.98986","3.01","0.56","11.7","6","WHITE","TRAIN","0.55957242310978"
"2001","7.2","0.2","0.22","1.6","0.044","17","101","0.99471","3.37","0.53","10","5","WHITE","TRAIN","0.60983986663632"
"2005","7.3","0.4","0.26","5.45","0.016","26","90","0.98951","2.84","0.54","13.2","7","WHITE","TEST","0.03516125981695"
"2004","7.7","0.11","0.34","14.05","0.04","41","114","0.99634","3.07","0.59","11","7","WHITE","TEST","0.0554864173755"
"2000","6.9","0.23","0.41","8","0.03","30","114","0.99368","3.22","0.54","11","6","WHITE","VALIDATE","0.45188981248065"
"2002","6.9","0.38","0.38","13.1","0.112","14","94","0.99792","3.02","0.48","9.2","5","WHITE","TRAIN","0.71552791423164"
"2002","7.5","0.38","0.29","4.9","0.021","38","113","0.99026","3.08","0.48","13","7","WHITE","TEST","0.26912958943285"
"2001","5.8","0.19","0.24","1.3","0.044","38","128","0.99362","3.77","0.6","10.6","5","WHITE","TRAIN","0.57818212965503"
"2004","5.5","0.34","0.26","2.2","0.021","31","119","0.98919","3.55","0.49","13","8","WHITE","TEST","0.0907342727296"
"2001","6.6","0.23","0.3","14.9","0.051","33","118","0.99835","3.04","0.54","9","6","WHITE","VALIDATE","0.41131110978312"
"2003","6.6","0.23","0.3","14.9","0.051","33","118","0.99835","3.04","0.54","9","6","WHITE","TRAIN","0.8475411075633"
"2004","8.4","0.31","0.31","0.95","0.021","52","148","0.99038","2.93","0.32","11.5","5","WHITE","TRAIN","0.85497077670879"
"2005","6.7","0.2","0.3","1.4","0.025","17","76","0.99104","3.11","0.44","11","6","WHITE","TEST","0.03377396985888"
"2003","8.4","0.31","0.31","0.95","0.021","52","148","0.99038","2.93","0.32","11.5","5","WHITE","TRAIN","0.82332221185788"
"2002","7.3","0.26","0.24","1.7","0.05","10","112","0.99286","3.11","0.43","9.9","5","WHITE","TEST","0.27473340928554"
"2004","6.3","0.22","0.22","5.6","0.039","31","128","0.99296","3.12","0.46","10.4","6","WHITE","TEST","0.13885287428274"
"2003","6.6","0.23","0.3","14.9","0.051","33","118","0.99835","3.04","0.54","9","6","WHITE","TRAIN","0.76397511782124"
"2001","7.5","0.19","0.4","7.1","0.056","50","110","0.9954","3.06","0.52","9.9","6","WHITE","VALIDATE","0.43141107703559"
"2003","8","0.14","0.33","1.2","0.045","71","162","0.9914","3.07","0.47","11","6","WHITE","TEST","0.19336497317999"
"2001","6.8","0.32","0.39","9.6","0.026","34","124","0.99286","3.18","0.35","12.1","6","WHITE","TRAIN","0.63901941943913"
"2004","6.6","0.23","0.2","11.4","0.044","45","131","0.99604","2.96","0.51","9.7","6","WHITE","TEST","0.1282823565416"
"2003","6.6","0.23","0.2","11.4","0.044","45","131","0.99604","2.96","0.51","9.7","6","WHITE","TEST","0.1929586357437"
"2003","6.7","0.36","0.26","7.9","0.034","39","123","0.99119","2.99","0.3","12.2","7","WHITE","TEST","0.17392651899717"
"2005","6.1","0.38","0.42","5","0.016","31","113","0.99007","3.15","0.31","12.4","7","WHITE","TRAIN","0.95025939983315"
"2002","8.5","0.23","0.28","11.1","0.033","30","97","0.99507","3.03","0.39","10.5","7","WHITE","TEST","0.25521568837575"
"2002","7","0.2","0.31","8","0.05","29","213","0.99596","3.28","0.57","10.4","6","WHITE","TRAIN","0.71942734415642"
"2002","6","0.26","0.32","3.8","0.029","48","180","0.99011","3.15","0.34","12","6","WHITE","TRAIN","0.72727066511288"
"2002","6.9","0.3","0.3","10.55","0.037","4","28","0.99184","3.07","0.32","12.7","6","WHITE","TRAIN","0.70882233022712"
"2001","6.7","0.18","0.28","10.2","0.039","29","115","0.99469","3.11","0.45","10.9","7","WHITE","VALIDATE","0.40595139772631"
"2002","6.7","0.18","0.28","10.2","0.039","29","115","0.99469","3.11","0.45","10.9","7","WHITE","TRAIN","0.69268945581279"
"2001","6.8","0.18","0.28","9.8","0.039","29","113","0.99406","3.11","0.45","10.9","7","WHITE","VALIDATE","0.38403926533646"
"2003","7.2","0.19","0.31","6.3","0.034","17","103","0.99305","3.15","0.52","11.4","7","WHITE","TRAIN","0.78216042858548"
"2000","6.2","0.16","0.32","1.1","0.036","74","184","0.99096","3.22","0.41","11","6","WHITE","VALIDATE","0.4738301183097"
"2001","5","0.27","0.32","4.5","0.032","58","178","0.98956","3.45","0.31","12.6","7","WHITE","VALIDATE","0.41306771687231"
"2000","6.3","0.37","0.28","6.3","0.034","45","152","0.9921","3.29","0.46","11.6","7","WHITE","TRAIN","0.50600692769512"
"2001","6.6","0.2","0.27","10.9","0.038","29","130","0.99496","3.11","0.44","10.5","7","WHITE","VALIDATE","0.39615543675608"
"2001","6.8","0.18","0.28","9.8","0.039","29","113","0.99406","3.11","0.45","10.9","7","WHITE","TRAIN","0.59161487710662"
"2002","6.8","0.18","0.28","9.8","0.039","29","113","0.99406","3.11","0.45","10.9","7","WHITE","TRAIN","0.6770329598803"
"2005","6.6","0.28","0.34","0.8","0.037","42","119","0.9888","3.03","0.37","12.5","6","WHITE","TEST","0.04953919211402"
"2001","6.5","0.35","0.36","0.8","0.034","32","111","0.98942","3.11","0.5","12.1","8","WHITE","TRAIN","0.58647015620954"
"2003","6.9","0.25","0.33","1.2","0.035","35","158","0.99082","3.02","0.58","11.3","6","WHITE","TEST","0.20276719774119"
"2004","6","0.32","0.3","1.3","0.025","18","112","0.98802","3.07","0.64","13.3","7","WHITE","TEST","0.10074013471603"
"2005","6.8","0.18","0.28","9.8","0.039","29","113","0.99406","3.11","0.45","10.9","7","WHITE","TRAIN","0.99517320981249"
"2001","6.7","0.18","0.28","10.2","0.039","29","115","0.99469","3.11","0.45","10.9","7","WHITE","TRAIN","0.55904501467011"
"2001","6.6","0.2","0.27","10.9","0.038","29","130","0.99496","3.11","0.44","10.5","7","WHITE","VALIDATE","0.44232419203035"
"2004","6.3","0.37","0.28","6.3","0.034","45","152","0.9921","3.29","0.46","11.6","7","WHITE","TRAIN","0.92969523579813"
"2005","7.2","0.19","0.31","6.3","0.034","17","103","0.99305","3.15","0.52","11.4","7","WHITE","TRAIN","0.95931626181118"
"2000","6.3","0.18","0.36","1.2","0.034","26","111","0.99074","3.16","0.51","11","6","WHITE","TRAIN","0.51775363157503"
"2001","6.9","0.3","0.36","0.9","0.037","40","156","0.98968","3.08","0.36","12.1","6","WHITE","TRAIN","0.63421338470652"
"2000","6.2","0.16","0.32","1.1","0.036","74","184","0.99096","3.22","0.41","11","6","WHITE","TRAIN","0.53208784223534"
"2001","5","0.27","0.32","4.5","0.032","58","178","0.98956","3.45","0.31","12.6","7","WHITE","VALIDATE","0.37804488278925"
"2000","5","0.3","0.33","3.7","0.03","54","173","0.9887","3.36","0.3","13","7","WHITE","VALIDATE","0.46806637989357"
"2004","6.5","0.2","0.5","18.1","0.054","50","221","0.99941","2.94","0.64","8.8","6","WHITE","TEST","0.05433170543983"
"2000","6.7","0.25","0.31","1.35","0.061","30.5","218","0.99388","3.16","0.53","9.5","5","WHITE","TRAIN","0.54209375684149"
"2001","6.6","0.22","0.36","5.5","0.029","30","105","0.99206","3.2","0.47","11.8","6","WHITE","VALIDATE","0.43132929014973"
"2003","6.8","0.25","0.37","3.1","0.026","29","93","0.99035","3.14","0.45","12.2","6","WHITE","TRAIN","0.82245628465898"
"2003","7","0.13","0.37","12.85","0.042","36","105","0.99581","3.05","0.55","10.7","6","WHITE","TRAIN","0.82346224994398"
"2001","7","0.45","0.34","19.8","0.04","12","67","0.9976","3.07","0.38","11","6","WHITE","TRAIN","0.63547134771943"
"2004","7.2","0.32","0.3","8.25","0.02","14","104","0.99362","2.99","0.44","11.4","6","WHITE","TEST","0.11976327816955"
"2004","7","0.13","0.37","12.85","0.042","36","105","0.99581","3.05","0.55","10.7","6","WHITE","TEST","0.11152827413752"
"2002","5.9","0.34","0.3","3.8","0.035","57","135","0.99016","3.09","0.34","12","6","WHITE","VALIDATE","0.30095094558782"
"2004","6.8","0.22","0.31","6.9","0.037","33","121","0.99176","3.02","0.39","11.9","8","WHITE","TRAIN","0.94491664553061"
"2002","7.2","0.32","0.3","8.25","0.02","14","104","0.99362","2.99","0.44","11.4","6","WHITE","VALIDATE","0.32158435811288"
"2004","8.4","0.32","0.35","11.7","0.029","3","46","0.99439","3.02","0.34","11.8","6","WHITE","TEST","0.10110704414546"
"2000","6.8","0.27","0.29","4.6","0.046","6","88","0.99458","3.34","0.48","10.6","4","WHITE","TRAIN","0.52955610840581"
"2005","8","0.74","0.21","4","0.05","24","133","0.99418","3.06","0.38","9.7","5","WHITE","TEST","0.03840143373236"
"2005","7","0.45","0.34","19.8","0.04","12","67","0.9976","3.07","0.38","11","6","WHITE","TEST","0.00102063873782"
"2002","7","0.13","0.37","12.85","0.042","36","105","0.99581","3.05","0.55","10.7","6","WHITE","TEST","0.25471633230336"
"2001","5.4","0.22","0.29","1.2","0.045","69","152","0.99178","3.76","0.63","11","7","WHITE","TRAIN","0.59238632023334"
"2000","8.4","0.22","0.3","8.9","0.024","17","118","0.99456","2.99","0.34","10.5","6","WHITE","TRAIN","0.53637938573956"
"2005","7.4","0.32","0.22","11.7","0.035","44","150","0.99578","3.1","0.45","10.4","5","WHITE","TEST","0.02962494408711"
"2003","7.5","0.18","0.37","6.2","0.05","21","138","0.99546","3.2","0.55","10.5","6","WHITE","TRAIN","0.8260077170562"
"2004","7.1","0.47","0.29","14.8","0.024","22","142","0.99518","3.12","0.48","12","8","WHITE","TRAIN","0.93736605416052"
"2005","7.1","0.47","0.29","14.8","0.024","22","142","0.99518","3.12","0.48","12","8","WHITE","TEST","0.03965022065676"
"2002","5.8","0.19","0.25","10.8","0.042","33","124","0.99646","3.22","0.41","9.2","6","WHITE","TRAIN","0.70540972915478"
"2005","6.7","0.14","0.46","1.6","0.036","15","92","0.99264","3.37","0.49","10.9","5","WHITE","TEST","0.01765239587984"
"2003","6.8","0.24","0.38","8.3","0.045","50","185","0.99578","3.15","0.5","9.5","6","WHITE","TEST","0.1878215027973"
"2005","6.9","0.25","0.47","8.4","0.042","36","156","0.99604","3.15","0.55","9.4","6","WHITE","TEST","0.02610893780365"
"2002","6","0.24","0.33","2.5","0.026","31","85","0.99014","3.13","0.5","11.3","7","WHITE","VALIDATE","0.32091491343453"
"2002","6.8","0.29","0.34","3.5","0.054","26","189","0.99489","3.42","0.58","10.4","5","WHITE","TEST","0.25417936430312"
"2001","6.3","0.33","0.42","17.2","0.037","57","170","0.99884","3.26","0.57","9.4","6","WHITE","TRAIN","0.64498223084956"
"2003","6.5","0.23","0.45","2.1","0.027","43","104","0.99054","3.02","0.52","11.3","6","WHITE","TEST","0.16314394189976"
"2004","6.3","0.27","0.29","12.2","0.044","59","196","0.99782","3.14","0.4","8.8","6","WHITE","TEST","0.07326762587763"
"2003","6.3","0.2","0.37","11.8","0.045","58","130","0.99519","3.2","0.35","10.8","5","WHITE","TEST","0.19537474866956"
"2003","6.2","0.33","0.41","16.8","0.037","58","173","0.99882","3.25","0.57","9.4","6","WHITE","TEST","0.2085030702874"
"2004","6.3","0.33","0.42","17.2","0.037","57","170","0.99884","3.26","0.57","9.4","6","WHITE","TRAIN","0.94168576388619"
"2004","7.2","0.21","1","1.1","0.154","46","114","0.9931","2.95","0.43","9.2","6","WHITE","TRAIN","0.93148934654891"
"2003","6","0.27","0.3","14.7","0.044","15","144","0.99666","3.12","0.53","10.3","6","WHITE","TRAIN","0.83667707256972"
"2003","5.7","0.12","0.26","5.5","0.034","21","99","0.99324","3.09","0.57","9.9","6","WHITE","TRAIN","0.78886574204079"
"2000","6.9","0.24","0.37","6.1","0.027","38","112","0.99086","3.19","0.34","12.4","6","WHITE","TRAIN","0.54309551976621"
"2001","7.7","0.18","0.53","1.2","0.041","42","167","0.9908","3.11","0.44","11.9","5","WHITE","TRAIN","0.56003967532888"
"2004","7.1","0.17","0.43","1.3","0.023","33","132","0.99067","3.11","0.56","11.7","6","WHITE","TEST","0.14508902560919"
"2003","7.5","0.33","0.38","8.7","0.126","49","199","0.99711","2.98","0.57","9.4","5","WHITE","TRAIN","0.76613945630379"
"2000","6.2","0.255","0.24","1.7","0.039","138.5","272","0.99452","3.53","0.53","9.6","4","WHITE","TRAIN","0.50277567910961"
"2000","7.5","0.33","0.38","8.7","0.126","49","199","0.99711","2.98","0.57","9.4","5","WHITE","VALIDATE","0.49975121510215"
"2002","5.6","0.2","0.66","10.2","0.043","78","175","0.9945","2.98","0.43","10.4","7","WHITE","TRAIN","0.72913559386506"
"2004","7.6","0.17","0.36","4.5","0.042","26","102","0.99427","3.09","0.47","9.5","5","WHITE","TRAIN","0.87543341494165"
"2003","5.8","0.15","0.31","5.9","0.036","7","73","0.99152","3.2","0.43","11.9","6","WHITE","TEST","0.16337600024417"
"2001","6.3","0.25","0.44","1.7","0.024","36","116","0.98935","3.18","0.4","12.5","6","WHITE","VALIDATE","0.41755044646561"
"2002","6.9","0.28","0.41","1.4","0.016","6","55","0.98876","3.16","0.4","13.4","5","WHITE","VALIDATE","0.33803847944363"
"2000","7.2","0.27","0.37","5.4","0.026","27","114","0.99174","3.13","0.84","12.7","5","WHITE","TRAIN","0.54497978696599"
"2004","6.2","0.25","0.38","7.9","0.045","54","208","0.99572","3.17","0.46","9.1","5","WHITE","TRAIN","0.94467341550625"
"2003","8.5","0.19","0.48","1.1","0.026","23","58","0.99184","2.9","0.5","10.5","6","WHITE","TEST","0.2146197729744"
"2001","6.2","0.25","0.54","7","0.046","58","176","0.99454","3.19","0.7","10.4","5","WHITE","VALIDATE","0.392250261968"
"2002","6.2","0.25","0.54","7","0.046","58","176","0.99454","3.19","0.7","10.4","5","WHITE","TEST","0.26220318092964"
"2004","6.8","0.28","0.43","7.6","0.03","30","110","0.99164","3.08","0.59","12.5","8","WHITE","TEST","0.06995385861955"
"2003","6.2","0.25","0.54","7","0.046","58","176","0.99454","3.19","0.7","10.4","5","WHITE","TRAIN","0.77416726970113"
"2001","7.4","0.21","0.8","12.3","0.038","77","183","0.99778","2.95","0.48","9","5","WHITE","VALIDATE","0.44786242535337"
"2004","7","0.15","0.38","15.3","0.045","54","120","0.9975","3.18","0.42","9.8","6","WHITE","TRAIN","0.87345929886214"
"2001","7.4","0.21","0.8","12.3","0.038","77","183","0.99778","2.95","0.48","9","5","WHITE","TRAIN","0.55430395738221"
"2002","7.3","0.28","0.42","1.2","0.033","29","142","0.99205","3.17","0.43","10.7","4","WHITE","TEST","0.28907670546323"
"2002","6.1","0.18","0.38","2.3","0.033","28","111","0.98962","3.16","0.49","12.4","6","WHITE","TRAIN","0.68194681941531"
"2003","7","0.53","0.43","6.1","0.029","6","76","0.99118","3.08","0.5","12.5","8","WHITE","TRAIN","0.8353525949642"
"2001","10.2","0.44","0.42","2","0.071","7","20","0.99566","3.14","0.79","11.1","7","RED","TRAIN","0.64356521028094"
"2001","10.2","0.44","0.58","4.1","0.092","11","24","0.99745","3.29","0.99","12","7","RED","VALIDATE","0.39307376090437"
"2001","8.3","0.28","0.48","2.1","0.093","6","12","0.99408","3.26","0.62","12.4","7","RED","VALIDATE","0.41982548031955"
"2005","8.9","0.12","0.45","1.8","0.075","10","21","0.99552","3.41","0.76","11.9","7","RED","TEST","0.00713882013224"
"2000","8.9","0.12","0.45","1.8","0.075","10","21","0.99552","3.41","0.76","11.9","7","RED","VALIDATE","0.48774932394735"
"2002","8.9","0.12","0.45","1.8","0.075","10","21","0.99552","3.41","0.76","11.9","7","RED","VALIDATE","0.34270905796438"
"2004","8.3","0.28","0.48","2.1","0.093","6","12","0.99408","3.26","0.62","12.4","7","RED","TRAIN","0.88410154590383"
"2000","8.2","0.31","0.4","2.2","0.058","6","10","0.99536","3.31","0.68","11.2","7","RED","VALIDATE","0.47496894933283"
"2001","10.2","0.34","0.48","2.1","0.052","5","9","0.99458","3.2","0.69","12.1","7","RED","VALIDATE","0.39901168970391"
"2004","7.6","0.43","0.4","2.7","0.082","6","11","0.99538","3.44","0.54","12.2","6","RED","TRAIN","0.87590637546964"
"2004","8.5","0.21","0.52","1.9","0.09","9","23","0.99648","3.36","0.67","10.4","5","RED","TRAIN","0.90310326172038"
"2002","9","0.36","0.52","2.1","0.111","5","10","0.99568","3.31","0.62","11.3","6","RED","VALIDATE","0.34293582173995"
"2005","9.5","0.37","0.52","2","0.088","12","51","0.99613","3.29","0.58","11.1","6","RED","TEST","0.03944779909215"
"2003","6.4","0.57","0.12","2.3","0.12","25","36","0.99519","3.47","0.71","11.3","7","RED","TRAIN","0.81893064198084"
"2003","8","0.59","0.05","2","0.089","12","32","0.99735","3.36","0.61","10","5","RED","TRAIN","0.76107199862599"
"2002","8.5","0.47","0.27","1.9","0.058","18","38","0.99518","3.16","0.85","11.1","6","RED","VALIDATE","0.33605142659507"
"2002","7.1","0.56","0.14","1.6","0.078","7","18","0.99592","3.27","0.62","9.3","5","RED","TRAIN","0.66762468963861"
"2002","6.6","0.57","0.02","2.1","0.115","6","16","0.99654","3.38","0.69","9.5","5","RED","TRAIN","0.72210062108933"
"2003","8.8","0.27","0.39","2","0.1","20","27","0.99546","3.15","0.69","11.2","6","RED","TRAIN","0.82877883617766"
"2004","8.5","0.47","0.27","1.9","0.058","18","38","0.99518","3.16","0.85","11.1","6","RED","TRAIN","0.92273025331087"
"2003","8.3","0.34","0.4","2.4","0.065","24","48","0.99554","3.34","0.86","11","6","RED","TEST","0.1526392607484"
"2000","9","0.38","0.41","2.4","0.103","6","10","0.99604","3.13","0.58","11.9","7","RED","VALIDATE","0.49755499698221"
"2003","8.5","0.66","0.2","2.1","0.097","23","113","0.99733","3.13","0.48","9.2","5","RED","TRAIN","0.76296591712161"
"2002","9","0.4","0.43","2.4","0.068","29","46","0.9943","3.2","0.6","12.2","6","RED","VALIDATE","0.33697357354685"
"2002","6.7","0.56","0.09","2.9","0.079","7","22","0.99669","3.46","0.61","10.2","5","RED","VALIDATE","0.30797490756958"
"2004","10.4","0.26","0.48","1.9","0.066","6","10","0.99724","3.33","0.87","10.9","6","RED","TRAIN","0.94382740883156"
"2005","10.4","0.26","0.48","1.9","0.066","6","10","0.99724","3.33","0.87","10.9","6","RED","TEST","0.03370531531982"
"2004","10.1","0.38","0.5","2.4","0.104","6","13","0.99643","3.22","0.65","11.6","7","RED","TEST","0.094647629885"
"2003","8.5","0.34","0.44","1.7","0.079","6","12","0.99605","3.52","0.63","10.7","5","RED","TRAIN","0.84453156823292"
"2002","8.8","0.33","0.41","5.9","0.073","7","13","0.99658","3.3","0.62","12.1","7","RED","VALIDATE","0.31338156829588"
"2003","7.2","0.41","0.3","2.1","0.083","35","72","0.997","3.44","0.52","9.4","5","RED","TEST","0.2252780762501"
"2004","7.2","0.41","0.3","2.1","0.083","35","72","0.997","3.44","0.52","9.4","5","RED","TRAIN","0.93032028223387"
"2003","8.4","0.59","0.29","2.6","0.109","31","119","0.99801","3.15","0.5","9.1","5","RED","TEST","0.19492878322489"
"2003","7","0.4","0.32","3.6","0.061","9","29","0.99416","3.28","0.49","11.3","7","RED","TEST","0.15380111546255"
"2002","12.2","0.45","0.49","1.4","0.075","3","6","0.9969","3.13","0.63","10.4","5","RED","VALIDATE","0.3482989417389"
"2004","9.1","0.5","0.3","1.9","0.065","8","17","0.99774","3.32","0.71","10.5","6","RED","TRAIN","0.9411574138794"
"2001","9.5","0.86","0.26","1.9","0.079","13","28","0.99712","3.25","0.62","10","5","RED","VALIDATE","0.36935623735189"
"2004","7.3","0.52","0.32","2.1","0.07","51","70","0.99418","3.34","0.82","12.9","6","RED","TEST","0.14899769006296"
"2001","9.1","0.5","0.3","1.9","0.065","8","17","0.99774","3.32","0.71","10.5","6","RED","VALIDATE","0.41637478582561"
"2001","12.2","0.45","0.49","1.4","0.075","3","6","0.9969","3.13","0.63","10.4","5","RED","TRAIN","0.55957242310978"
"2001","7.4","0.58","0","2","0.064","7","11","0.99562","3.45","0.58","11.3","6","RED","TRAIN","0.60983986663632"
"2005","9.8","0.34","0.39","1.4","0.066","3","7","0.9947","3.19","0.55","11.4","7","RED","TEST","0.03516125981695"
"2004","7.1","0.36","0.3","1.6","0.08","35","70","0.99693","3.44","0.5","9.4","5","RED","TEST","0.0554864173755"
"2000","7.7","0.39","0.12","1.7","0.097","19","27","0.99596","3.16","0.49","9.4","5","RED","VALIDATE","0.45188981248065"
"2002","9.7","0.295","0.4","1.5","0.073","14","21","0.99556","3.14","0.51","10.9","6","RED","TRAIN","0.71552791423164"
"2002","7.7","0.39","0.12","1.7","0.097","19","27","0.99596","3.16","0.49","9.4","5","RED","TEST","0.26912958943285"
"2001","7.1","0.34","0.28","2","0.082","31","68","0.99694","3.45","0.48","9.4","5","RED","TRAIN","0.57818212965503"
"2004","6.5","0.4","0.1","2","0.076","30","47","0.99554","3.36","0.48","9.4","6","RED","TEST","0.0907342727296"
"2001","7.1","0.34","0.28","2","0.082","31","68","0.99694","3.45","0.48","9.4","5","RED","VALIDATE","0.41131110978312"
"2002","6.8","0.28","0.43","7.6","0.03","30","110","0.99164","3.08","0.59","12.5","8","WHITE","TRAIN","0.70592766022309"
"2002","6.5","0.36","0.38","10.2","0.028","20","82","0.99274","3.1","0.43","12.1","7","WHITE","TEST","0.27403748710639"
"2005","7.5","0.25","0.47","4.1","0.041","95","163","0.99184","2.92","0.59","11.3","6","WHITE","TEST","0.03221059637144"
"2001","6.7","0.24","0.41","2.9","0.039","48","122","0.99052","3.25","0.43","12","5","WHITE","VALIDATE","0.35401521902531"
"2000","6.6","0.25","0.33","8.5","0.042","29","141","0.99546","3.28","0.6","10.4","5","WHITE","VALIDATE","0.46482445555739"
"2004","6.4","0.15","0.4","1.5","0.042","23","87","0.98972","3.11","0.46","12.2","7","WHITE","TRAIN","0.91354135307483"
"2001","6.3","0.28","0.3","3.1","0.039","24","115","0.9942","3.05","0.43","8.6","5","WHITE","TRAIN","0.61519671208225"
"2001","6.2","0.25","0.38","7.9","0.045","54","208","0.99572","3.17","0.46","9.1","5","WHITE","TRAIN","0.63765526027418"
"2004","7.1","0.28","0.35","3.5","0.028","35","91","0.99022","2.96","0.33","12.1","5","WHITE","TRAIN","0.88837511162273"
"2004","6.6","0.35","0.34","4.9","0.032","9","125","0.99253","3.32","0.81","12","5","WHITE","TRAIN","0.90372651163488"
"2003","8.5","0.19","0.48","1.1","0.026","23","58","0.99184","2.9","0.5","10.5","6","WHITE","TRAIN","0.84879815112799"
"2004","6.2","0.25","0.54","7","0.046","58","176","0.99454","3.19","0.7","10.4","5","WHITE","TEST","0.11908234772272"
"2001","6","0.35","0.51","1.2","0.029","10","102","0.9903","3.46","0.42","11.9","6","WHITE","TRAIN","0.58522626105695"
"2000","5.8","0.31","0.32","4.5","0.024","28","94","0.98906","3.25","0.52","13.7","7","WHITE","TRAIN","0.51794557413086"
"2001","6.6","0.17","0.35","2.6","0.03","33","78","0.99146","3.22","0.72","11.3","6","WHITE","VALIDATE","0.41643531573936"
"2002","8.5","0.23","0.4","9.9","0.036","24","88","0.9951","3.02","0.42","10.5","6","WHITE","TRAIN","0.68437832850031"
"2005","5.8","0.31","0.32","4.5","0.024","28","94","0.98906","3.25","0.52","13.7","7","WHITE","TRAIN","0.9955485551618"
"2000","6.1","0.2","0.34","9.5","0.041","38","201","0.995","3.14","0.44","10.1","3","WHITE","TRAIN","0.5346840256825"
"2001","6.3","0.37","0.37","1.5","0.024","12","76","0.98876","2.94","0.39","12.3","6","WHITE","TRAIN","0.58620356558822"
"2002","6.2","0.36","0.38","3.2","0.031","20","89","0.98956","3.06","0.33","12","7","WHITE","TEST","0.29117882344871"
"2004","6.6","0.17","0.35","2.6","0.03","33","78","0.99146","3.22","0.72","11.3","6","WHITE","TRAIN","0.88745730463415"
"2002","6.3","0.28","0.47","11.2","0.04","61","183","0.99592","3.12","0.51","9.5","6","WHITE","TRAIN","0.74548815307207"
"2002","7.6","0.27","0.52","3.2","0.043","28","152","0.99129","3.02","0.53","11.4","6","WHITE","VALIDATE","0.30530920927412"
"2005","7","0.25","0.45","2.3","0.045","40","118","0.99064","3.16","0.48","11.9","7","WHITE","TEST","0.01963574322871"
"2000","9.7","0.24","0.49","4.9","0.032","3","18","0.99368","2.85","0.54","10","6","WHITE","VALIDATE","0.48024812387302"
"2002","9.7","0.24","0.49","4.9","0.032","3","18","0.99368","2.85","0.54","10","6","WHITE","TRAIN","0.66538319317623"
"2002","6.8","0.13","0.39","1.4","0.034","19","102","0.99121","3.23","0.6","11.3","7","WHITE","VALIDATE","0.33866280526854"
"2003","6.6","0.78","0.5","1.5","0.045","30","133","0.99104","3.25","0.48","11.7","5","WHITE","TRAIN","0.75357808824628"
"2004","5.1","0.33","0.27","6.7","0.022","44","129","0.99221","3.36","0.39","11","7","WHITE","TRAIN","0.88877866487018"
"2004","6.7","0.34","0.4","2.1","0.033","34","111","0.98924","2.97","0.48","12.2","7","WHITE","TEST","0.06084619369357"
"2004","6.7","0.14","0.51","4.3","0.028","57","124","0.99176","2.91","0.54","10.7","7","WHITE","TRAIN","0.92950290208682"
"2004","7","0.26","0.34","10.9","0.038","25","84","0.99432","3.11","0.34","10.9","6","WHITE","TRAIN","0.93603430269286"
"2004","6.5","0.29","0.26","7","0.04","18","113","0.99366","3.17","0.38","10.2","6","WHITE","TEST","0.13324788352474"
"2002","7","0.25","0.45","2.3","0.045","40","118","0.99064","3.16","0.48","11.9","7","WHITE","VALIDATE","0.31119997636415"
"2004","7.6","0.21","0.49","2.5","0.047","20","130","0.99178","3.15","0.48","11.1","5","WHITE","TEST","0.05720159830525"
"2004","7.7","0.26","0.51","2.6","0.045","26","159","0.99126","3","0.5","11.2","6","WHITE","TRAIN","0.8748221010901"
