都市,年,月,日,季節,天気,気温,風速,降水量
名古屋,2013,1,1,冬,晴,3.5,2.1,0
名古屋,2013,1,2,冬,曇,6,3,0
名古屋,2013,1,3,冬,曇,2.1,5.3,0
名古屋,2013,1,4,冬,快晴,1.2,4.1,0
名古屋,2013,1,5,冬,曇,0.9,2,0
名古屋,2013,1,6,冬,薄曇,2.6,2.7,0
名古屋,2013,1,7,冬,快晴,4.4,2.6,0
名古屋,2013,1,8,冬,快晴,5.6,2.9,0
名古屋,2013,1,9,冬,曇,4.7,3.7,0
名古屋,2013,1,10,冬,晴,4.3,3.7,0
名古屋,2013,1,11,冬,快晴,3.3,3.5,0
名古屋,2013,1,12,冬,曇,3.4,1.4,0
名古屋,2013,1,13,冬,薄曇,6.1,1.8,0
名古屋,2013,1,14,冬,雨,5.5,3.9,31.5
名古屋,2013,1,15,冬,晴,4.3,4.8,0
名古屋,2013,1,16,冬,晴,3.7,2,0
名古屋,2013,1,17,冬,薄曇,4.4,3.9,0
名古屋,2013,1,18,冬,快晴,1.9,5.4,0
名古屋,2013,1,19,冬,曇,3,2.8,0
名古屋,2013,1,20,冬,晴,4.6,4.4,0
名古屋,2013,1,21,冬,曇,4.2,1.9,7
名古屋,2013,1,22,冬,曇,6.4,3.1,13
名古屋,2013,1,23,冬,曇,5.5,2.5,0
名古屋,2013,1,24,冬,快晴,6.4,2.1,0
名古屋,2013,1,25,冬,晴,4.5,5.6,0
名古屋,2013,1,26,冬,晴,1.1,5.3,0
名古屋,2013,1,27,冬,快晴,1.3,2.6,0
名古屋,2013,1,28,冬,晴,2.5,4.7,0
名古屋,2013,1,29,冬,快晴,4.7,3.5,0
名古屋,2013,1,30,冬,晴,6,4.4,0
名古屋,2013,1,31,冬,晴,5.6,1.9,0
名古屋,2013,2,1,冬,曇,6.3,1.4,3
名古屋,2013,2,2,冬,曇,9.2,2.2,3
名古屋,2013,2,3,冬,晴,8.1,4.5,0
名古屋,2013,2,4,冬,曇,6,2.3,5
名古屋,2013,2,5,冬,薄曇,7.2,4.2,0
名古屋,2013,2,6,冬,雨,5.9,3.2,10.5
名古屋,2013,2,7,冬,曇,5.4,2.6,0
名古屋,2013,2,8,冬,晴,1.4,5.8,0
名古屋,2013,2,9,冬,薄曇,1.7,3.9,0
名古屋,2013,2,10,冬,晴,3.7,3.3,0
名古屋,2013,2,11,冬,曇,4,4.3,0
名古屋,2013,2,12,冬,薄曇,2.9,2.4,8.5
名古屋,2013,2,13,冬,晴,4.5,4.6,5.5
名古屋,2013,2,14,冬,薄曇,6,2.3,0
名古屋,2013,2,15,冬,雨,4.8,3.4,6
名古屋,2013,2,16,冬,快晴,2.3,6.7,0
名古屋,2013,2,17,冬,曇,2.6,2.3,0
名古屋,2013,2,18,冬,雨,3.7,2.5,21
名古屋,2013,2,19,冬,曇,4.5,5.8,0
名古屋,2013,2,20,冬,晴,2.6,4.1,0
名古屋,2013,2,21,冬,曇,2.4,4,0
名古屋,2013,2,22,冬,曇,4,3.5,0
名古屋,2013,2,23,冬,晴,3.5,3.6,0
名古屋,2013,2,24,冬,晴,2.2,5.2,0.5
名古屋,2013,2,25,冬,晴,1.8,4.5,0
名古屋,2013,2,26,冬,晴,4,2.1,2.5
名古屋,2013,2,27,冬,曇,7.2,3.7,3
名古屋,2013,2,28,冬,快晴,9.9,2.8,0
名古屋,2013,3,1,春,曇,8.9,2.7,13
名古屋,2013,3,2,春,晴,5.1,7.1,0
名古屋,2013,3,3,春,晴,4.6,5.2,0
名古屋,2013,3,4,春,快晴,5.6,3.3,0
名古屋,2013,3,5,春,晴,7,4,0
名古屋,2013,3,6,春,快晴,8.9,2.9,0
名古屋,2013,3,7,春,晴,11.2,1.9,0
名古屋,2013,3,8,春,薄曇,13.9,1.7,0
名古屋,2013,3,9,春,快晴,16,2.1,0
名古屋,2013,3,10,春,曇,9.5,4.3,0
名古屋,2013,3,11,春,快晴,6.3,4.5,0
名古屋,2013,3,12,春,快晴,9.1,2.1,0
名古屋,2013,3,13,春,曇,12.1,3.4,10.5
名古屋,2013,3,14,春,快晴,7.2,6.8,0
名古屋,2013,3,15,春,晴,8.2,2.3,0
名古屋,2013,3,16,春,快晴,10.6,3.8,0
名古屋,2013,3,17,春,晴,12.1,2.9,1
名古屋,2013,3,18,春,曇,15.9,5.2,23.5
名古屋,2013,3,19,春,晴,16.6,3.5,0
名古屋,2013,3,20,春,曇,12.9,2.7,3
名古屋,2013,3,21,春,快晴,7.1,6.6,0
名古屋,2013,3,22,春,快晴,10.7,2,0
名古屋,2013,3,23,春,薄曇,11.6,4.6,0
名古屋,2013,3,24,春,薄曇,11.7,2.2,0
名古屋,2013,3,25,春,曇,10.6,5.8,0
名古屋,2013,3,26,春,薄曇,7.7,4.1,0
名古屋,2013,3,27,春,曇,10,1.6,0.5
名古屋,2013,3,28,春,薄曇,14.3,2.4,0.5
名古屋,2013,3,29,春,薄曇,14.4,3.8,0
名古屋,2013,3,30,春,快晴,12.8,3.5,0
名古屋,2013,3,31,春,雨,11.5,2.7,2
名古屋,2013,4,1,春,薄曇,12.5,3,0
名古屋,2013,4,2,春,曇,13.8,1.5,8
名古屋,2013,4,3,春,曇,12.3,6.6,20
名古屋,2013,4,4,春,薄曇,15.7,2.9,0
名古屋,2013,4,5,春,快晴,17.6,2.8,0
名古屋,2013,4,6,春,雨,16.2,4.2,16
名古屋,2013,4,7,春,曇,11.9,6.2,1
名古屋,2013,4,8,春,快晴,11.4,5.4,0
名古屋,2013,4,9,春,晴,13.4,2.7,0
名古屋,2013,4,10,春,薄曇,11.4,4,0
名古屋,2013,4,11,春,晴,8.6,4.2,0
名古屋,2013,4,12,春,曇,8.7,3.3,0
名古屋,2013,4,13,春,快晴,10.9,2.6,0
名古屋,2013,4,14,春,薄曇,14.4,3,0
名古屋,2013,4,15,春,快晴,16.9,3.7,0
名古屋,2013,4,16,春,薄曇,17.5,2.6,0
名古屋,2013,4,17,春,曇,18.6,2.3,0
名古屋,2013,4,18,春,快晴,18.9,2.7,0
名古屋,2013,4,19,春,快晴,13,7.5,0
名古屋,2013,4,20,春,曇,10.9,2.9,5.5
名古屋,2013,4,21,春,晴,10.2,5.6,23.5
名古屋,2013,4,22,春,快晴,11.1,4.7,0
名古屋,2013,4,23,春,薄曇,12.8,2.4,0
名古屋,2013,4,24,春,雨,14.6,4.5,45.5
名古屋,2013,4,25,春,晴,17.5,3.5,0
名古屋,2013,4,26,春,曇,14.1,4.1,2
名古屋,2013,4,27,春,晴,12.7,4,0
名古屋,2013,4,28,春,快晴,15,3.6,0
名古屋,2013,4,29,春,晴,17,2.7,0
名古屋,2013,4,30,春,曇,15.6,2.8,9
名古屋,2013,5,1,春,晴,13.2,6.3,0
名古屋,2013,5,2,春,快晴,12.2,6.5,0
名古屋,2013,5,3,春,快晴,13.8,4.1,0
名古屋,2013,5,4,春,晴,15.3,3.4,0
名古屋,2013,5,5,春,快晴,17,2.8,0
名古屋,2013,5,6,春,快晴,18,3.6,0
名古屋,2013,5,7,春,快晴,16,6.4,0
名古屋,2013,5,8,春,快晴,16,4,0
名古屋,2013,5,9,春,快晴,19.7,2.2,0
名古屋,2013,5,10,春,雨,17.9,2.6,5
名古屋,2013,5,11,春,雨,16.6,1.9,30
名古屋,2013,5,12,春,晴,20.1,3.5,0
名古屋,2013,5,13,春,晴,20.8,2.6,0
名古屋,2013,5,14,春,快晴,22,2.7,0
名古屋,2013,5,15,春,晴,21.5,3.7,0
名古屋,2013,5,16,春,晴,19.7,5.7,0
名古屋,2013,5,17,春,快晴,19.8,3.6,0
名古屋,2013,5,18,春,晴,20,2.8,0
名古屋,2013,5,19,春,曇,17.5,3.1,17
名古屋,2013,5,20,春,晴,21.9,2.7,1.5
名古屋,2013,5,21,春,晴,23.6,3.7,0
名古屋,2013,5,22,春,快晴,23.8,2.2,0
名古屋,2013,5,23,春,快晴,23.7,4.4,0
名古屋,2013,5,24,春,快晴,21.8,2.4,0
名古屋,2013,5,25,春,晴,21.9,3.2,0
名古屋,2013,5,26,春,晴,22.2,2.8,0
名古屋,2013,5,27,春,曇,21.7,4,0
名古屋,2013,5,28,春,曇,20.8,4.2,1
名古屋,2013,5,29,春,曇,19.7,5.1,9
名古屋,2013,5,30,春,曇,21.9,3.3,0
名古屋,2013,5,31,春,晴,21.9,3.6,0
名古屋,2013,6,1,夏,曇,21.4,2,0
名古屋,2013,6,2,夏,曇,22.1,2.5,0
名古屋,2013,6,3,夏,薄曇,22.2,2.7,0
名古屋,2013,6,4,夏,晴,22.9,2.8,0
名古屋,2013,6,5,夏,薄曇,23,2.7,0
名古屋,2013,6,6,夏,薄曇,22.1,2.1,0
名古屋,2013,6,7,夏,晴,21.7,2,9
名古屋,2013,6,8,夏,晴,23.5,2.4,0
名古屋,2013,6,9,夏,薄曇,23,2.3,0
名古屋,2013,6,10,夏,曇,22.3,3,0
名古屋,2013,6,11,夏,曇,22.3,1.8,0.5
名古屋,2013,6,12,夏,曇,26.5,2,0
名古屋,2013,6,13,夏,晴,28.1,2.3,0
名古屋,2013,6,14,夏,曇,27.5,2.9,0.5
名古屋,2013,6,15,夏,曇,24.7,1.7,14
名古屋,2013,6,16,夏,晴,26.2,3.2,0.5
名古屋,2013,6,17,夏,薄曇,26.6,2.7,0
名古屋,2013,6,18,夏,曇,27.5,2.6,0
名古屋,2013,6,19,夏,曇,24.1,2.9,42.5
名古屋,2013,6,20,夏,雨,20.4,1.8,34.5
名古屋,2013,6,21,夏,雨,20.6,1.4,11
名古屋,2013,6,22,夏,薄曇,22.8,3.5,0
名古屋,2013,6,23,夏,薄曇,24.2,2.6,0
名古屋,2013,6,24,夏,曇,23.6,2.5,1
名古屋,2013,6,25,夏,曇,23.8,2.6,0
名古屋,2013,6,26,夏,雨,20.5,2.4,35
名古屋,2013,6,27,夏,晴,23.2,3.1,0
名古屋,2013,6,28,夏,曇,23,2.2,0
名古屋,2013,6,29,夏,晴,24.1,2.5,0
名古屋,2013,6,30,夏,曇,23.9,2.9,0
名古屋,2013,7,1,夏,晴,24.3,3.1,0
名古屋,2013,7,2,夏,曇,23.8,2.9,0
名古屋,2013,7,3,夏,曇,22.3,3.8,5.5
名古屋,2013,7,4,夏,曇,23.8,3.3,16.5
名古屋,2013,7,5,夏,曇,27.4,4.3,2.5
名古屋,2013,7,6,夏,曇,28.5,4.2,0
名古屋,2013,7,7,夏,晴,29.9,2.4,0
名古屋,2013,7,8,夏,晴,31.3,2.6,0
名古屋,2013,7,9,夏,快晴,31.7,2.6,0
名古屋,2013,7,10,夏,晴,31.9,2.7,0
名古屋,2013,7,11,夏,晴,32.3,3.1,0
名古屋,2013,7,12,夏,晴,32.1,3.2,0
名古屋,2013,7,13,夏,曇,29.1,3.1,1.5
名古屋,2013,7,14,夏,薄曇,28,2.5,0.5
名古屋,2013,7,15,夏,曇,28.1,4.1,7
名古屋,2013,7,16,夏,曇,27.4,2.7,0
名古屋,2013,7,17,夏,薄曇,27.4,2.9,0
名古屋,2013,7,18,夏,晴,28,4.3,1.5
名古屋,2013,7,19,夏,薄曇,27.5,2.9,0
名古屋,2013,7,20,夏,曇,27.1,2.5,0
名古屋,2013,7,21,夏,曇,27.9,2.6,0
名古屋,2013,7,22,夏,曇,29.7,3,0
名古屋,2013,7,23,夏,晴,30.9,4.1,0
名古屋,2013,7,24,夏,雨,25.8,1.7,27
名古屋,2013,7,25,夏,曇,26.9,1.7,59.5
名古屋,2013,7,26,夏,曇,26.9,2.1,16
名古屋,2013,7,27,夏,薄曇,28.2,2.7,0
名古屋,2013,7,28,夏,晴,28.9,2.7,0
名古屋,2013,7,29,夏,雨,24.8,2.1,45.5
名古屋,2013,7,30,夏,晴,29.1,3.1,0
名古屋,2013,7,31,夏,曇,29.2,2.9,3.5
名古屋,2013,8,1,夏,晴,28.3,3.1,9.5
名古屋,2013,8,2,夏,晴,29,4.1,0
名古屋,2013,8,3,夏,晴,28.2,3.5,0
名古屋,2013,8,4,夏,晴,28.7,2.3,0
名古屋,2013,8,5,夏,曇,28.6,3.6,34
名古屋,2013,8,6,夏,曇,27.2,2,51.5
名古屋,2013,8,7,夏,快晴,30,3.2,0
名古屋,2013,8,8,夏,薄曇,31,2.5,0
名古屋,2013,8,9,夏,薄曇,31.9,2.7,0
名古屋,2013,8,10,夏,薄曇,32.6,3.7,0
名古屋,2013,8,11,夏,晴,32.1,4,0
名古屋,2013,8,12,夏,快晴,31.3,4,0
名古屋,2013,8,13,夏,晴,30.5,3,0
名古屋,2013,8,14,夏,快晴,30.2,2.7,0
名古屋,2013,8,15,夏,晴,29.9,2.8,0
名古屋,2013,8,16,夏,晴,29.8,2.7,0
名古屋,2013,8,17,夏,晴,29.5,3,0
名古屋,2013,8,18,夏,晴,29.8,2.8,0
名古屋,2013,8,19,夏,晴,29.9,3,0
名古屋,2013,8,20,夏,晴,30.3,2.7,0
名古屋,2013,8,21,夏,晴,31.6,2.3,0
名古屋,2013,8,22,夏,晴,32.6,2.7,0
名古屋,2013,8,23,夏,曇,31.4,2.8,1.5
名古屋,2013,8,24,夏,曇,28,3.2,0.5
名古屋,2013,8,25,夏,雨,24.1,2.5,20.5
名古屋,2013,8,26,夏,曇,22.8,2.3,6
名古屋,2013,8,27,夏,快晴,25.8,3.4,0
名古屋,2013,8,28,夏,晴,26.8,3,0
名古屋,2013,8,29,夏,快晴,27.4,2.5,0
名古屋,2013,8,30,夏,曇,28.7,1.7,0.5
名古屋,2013,8,31,夏,曇,29.1,3.5,12
名古屋,2013,9,1,秋,雨,26.7,2,0.5
名古屋,2013,9,2,秋,雷,25.5,1.7,6
名古屋,2013,9,3,秋,曇,26.9,3,0.5
名古屋,2013,9,4,秋,曇,24.4,3.7,73
名古屋,2013,9,5,秋,曇,24.3,2.7,6.5
名古屋,2013,9,6,秋,晴,26,2.4,0
名古屋,2013,9,7,秋,曇,25.4,1.7,10
名古屋,2013,9,8,秋,曇,24.4,2.4,26.5
名古屋,2013,9,9,秋,晴,25,2.8,0
名古屋,2013,9,10,秋,曇,25.1,2.1,0
名古屋,2013,9,11,秋,曇,26.3,2.2,0
名古屋,2013,9,12,秋,晴,27.9,2.2,0
名古屋,2013,9,13,秋,晴,28.4,2.4,0
名古屋,2013,9,14,秋,曇,28.4,2.4,0
名古屋,2013,9,15,秋,曇,27,3.6,23.5
名古屋,2013,9,16,秋,曇,23.2,6.9,101
名古屋,2013,9,17,秋,快晴,22.8,3.2,0
名古屋,2013,9,18,秋,快晴,24.2,2.2,0
名古屋,2013,9,19,秋,快晴,24.3,2.4,0
名古屋,2013,9,20,秋,快晴,24.1,2.3,0
名古屋,2013,9,21,秋,晴,24.8,2.2,0
名古屋,2013,9,22,秋,晴,25.7,2.4,0
名古屋,2013,9,23,秋,晴,24.7,2.5,32.5
名古屋,2013,9,24,秋,晴,25.7,2.2,0
名古屋,2013,9,25,秋,曇,26.7,3.1,0
名古屋,2013,9,26,秋,快晴,22.8,7,0
名古屋,2013,9,27,秋,晴,20,3.2,0
名古屋,2013,9,28,秋,晴,21.5,2.4,0
名古屋,2013,9,29,秋,晴,22.4,2.2,0
名古屋,2013,9,30,秋,晴,23.8,1.7,0
名古屋,2013,10,1,秋,曇,25.4,2.1,0
名古屋,2013,10,2,秋,快晴,25.9,4.3,0
名古屋,2013,10,3,秋,晴,23.7,4.5,0
名古屋,2013,10,4,秋,薄曇,21.5,2.3,0
名古屋,2013,10,5,秋,曇,23.9,1.6,0
名古屋,2013,10,6,秋,曇,25.3,2,0
名古屋,2013,10,7,秋,曇,24.4,2.2,0
名古屋,2013,10,8,秋,曇,24.8,3,0
名古屋,2013,10,9,秋,雨,24.3,4.4,3.5
名古屋,2013,10,10,秋,晴,25.3,2.4,0
名古屋,2013,10,11,秋,晴,25.6,4.8,0.5
名古屋,2013,10,12,秋,晴,22.8,4.5,0
名古屋,2013,10,13,秋,快晴,20,3.9,0
名古屋,2013,10,14,秋,晴,20,2.1,0
名古屋,2013,10,15,秋,雨,18.2,3.1,70
名古屋,2013,10,16,秋,晴,18.2,8.3,43.5
名古屋,2013,10,17,秋,快晴,16.2,3.8,0
名古屋,2013,10,18,秋,曇,17.1,1.8,0
名古屋,2013,10,19,秋,曇,17.7,1.6,2.5
名古屋,2013,10,20,秋,雨,15.9,2.8,83
名古屋,2013,10,21,秋,快晴,19.6,2.2,0
名古屋,2013,10,22,秋,曇,18.9,1.6,0
名古屋,2013,10,23,秋,雨,18.2,1.7,10
名古屋,2013,10,24,秋,曇,19.6,1.9,0.5
名古屋,2013,10,25,秋,曇,19.9,3.5,6
名古屋,2013,10,26,秋,晴,16,6,15
名古屋,2013,10,27,秋,晴,15,4.2,0
名古屋,2013,10,28,秋,晴,15.2,2,0
名古屋,2013,10,29,秋,雨,15.4,2,1
名古屋,2013,10,30,秋,晴,17.2,3.5,0.5
名古屋,2013,10,31,秋,晴,15.8,2.9,0
名古屋,2013,11,1,秋,快晴,15.8,2.3,0
名古屋,2013,11,2,秋,曇,15.5,1.3,0
名古屋,2013,11,3,秋,曇,16.8,1.8,9
名古屋,2013,11,4,秋,晴,16.6,4.3,4
名古屋,2013,11,5,秋,快晴,15,2.3,0
名古屋,2013,11,6,秋,快晴,15.3,1.9,0
名古屋,2013,11,7,秋,曇,14.7,1.9,8.5
名古屋,2013,11,8,秋,快晴,14.9,3,0
名古屋,2013,11,9,秋,薄曇,13.8,2,0
名古屋,2013,11,10,秋,雨,13.6,1.8,7
名古屋,2013,11,11,秋,晴,11.9,4.2,0
名古屋,2013,11,12,秋,曇,8.2,2.5,0
名古屋,2013,11,13,秋,曇,8.7,3.2,0
名古屋,2013,11,14,秋,曇,9.1,1.9,0
名古屋,2013,11,15,秋,雨,10.2,2.4,7.5
名古屋,2013,11,16,秋,快晴,11.1,2.1,0
名古屋,2013,11,17,秋,晴,11.1,1.3,0
名古屋,2013,11,18,秋,晴,11.7,2.6,0
名古屋,2013,11,19,秋,晴,9.3,2.7,0
名古屋,2013,11,20,秋,晴,9,2.4,0
名古屋,2013,11,21,秋,曇,8.7,2.4,0
名古屋,2013,11,22,秋,晴,9.3,2.8,0
名古屋,2013,11,23,秋,快晴,9.6,2.2,0
名古屋,2013,11,24,秋,薄曇,10.5,2,0
名古屋,2013,11,25,秋,曇,13.7,4.6,15
名古屋,2013,11,26,秋,曇,10.2,4.3,0
名古屋,2013,11,27,秋,薄曇,8.8,1.6,0
名古屋,2013,11,28,秋,薄曇,7.9,4.1,0
名古屋,2013,11,29,秋,快晴,5.9,2.8,0
名古屋,2013,11,30,秋,曇,7.2,2.7,0
名古屋,2013,12,1,冬,晴,8.3,1.7,2
名古屋,2013,12,2,冬,晴,8.6,2.2,0
名古屋,2013,12,3,冬,快晴,8.7,1.5,0
名古屋,2013,12,4,冬,快晴,8.7,2.5,0
名古屋,2013,12,5,冬,快晴,9.6,2.3,0
名古屋,2013,12,6,冬,晴,9.4,2.1,0
名古屋,2013,12,7,冬,晴,8.6,3.1,0
名古屋,2013,12,8,冬,快晴,8.1,3.3,0
名古屋,2013,12,9,冬,薄曇,7.2,1.4,0
名古屋,2013,12,10,冬,晴,9.8,4.8,20.5
名古屋,2013,12,11,冬,曇,7.8,2.8,0
名古屋,2013,12,12,冬,晴,6,4.3,0
名古屋,2013,12,13,冬,雨,4.4,3,0
名古屋,2013,12,14,冬,晴,4.3,3.4,0
名古屋,2013,12,15,冬,曇,5.3,5.1,0
名古屋,2013,12,16,冬,晴,6,5.3,0
名古屋,2013,12,17,冬,曇,7.1,3,0
名古屋,2013,12,18,冬,雨,6.4,2.3,22.5
名古屋,2013,12,19,冬,雨,7.7,1.6,8
名古屋,2013,12,20,冬,晴,5.8,4.3,0
名古屋,2013,12,21,冬,雨,5.3,2.9,1.5
名古屋,2013,12,22,冬,晴,5.2,4.5,0
名古屋,2013,12,23,冬,薄曇,5.1,3.2,0
名古屋,2013,12,24,冬,晴,5,3.5,0
名古屋,2013,12,25,冬,晴,5.4,2.2,0
名古屋,2013,12,26,冬,曇,6.1,2.2,3
名古屋,2013,12,27,冬,曇,6,4.7,0
名古屋,2013,12,28,冬,曇,1.8,3.2,0
名古屋,2013,12,29,冬,晴,2.2,1.6,0
名古屋,2013,12,30,冬,晴,3.1,1.6,0
名古屋,2013,12,31,冬,快晴,5.2,1.6,0
名古屋,2014,1,1,冬,雨,6.1,2.1,0
名古屋,2014,1,2,冬,晴,6.3,3.2,0
名古屋,2014,1,3,冬,晴,5.5,2,0
名古屋,2014,1,4,冬,晴,6,4.1,0
名古屋,2014,1,5,冬,快晴,3.7,3.9,0
名古屋,2014,1,6,冬,快晴,3.7,3.9,0
名古屋,2014,1,7,冬,快晴,4.2,2,0
名古屋,2014,1,8,冬,雨,5,2.1,20.5
名古屋,2014,1,9,冬,晴,6.1,4.6,0
名古屋,2014,1,10,冬,晴,1.5,3.4,0
名古屋,2014,1,11,冬,曇,3.2,2.6,0
名古屋,2014,1,12,冬,快晴,4.7,2.4,0
名古屋,2014,1,13,冬,晴,3.5,4.1,0
名古屋,2014,1,14,冬,薄曇,2.3,2.9,0
名古屋,2014,1,15,冬,みぞれ,3.6,2,0
名古屋,2014,1,16,冬,晴,4.4,3.1,0
名古屋,2014,1,17,冬,晴,4.8,2.8,0
名古屋,2014,1,18,冬,快晴,4,3,0
名古屋,2014,1,19,冬,快晴,2.3,6,0
名古屋,2014,1,20,冬,晴,2.9,1.8,1
名古屋,2014,1,21,冬,晴,4.1,2.9,0
名古屋,2014,1,22,冬,晴,3,4.1,0
名古屋,2014,1,23,冬,快晴,4.1,3.2,0
名古屋,2014,1,24,冬,晴,4.7,1.3,0
名古屋,2014,1,25,冬,薄曇,7.1,1.4,1
名古屋,2014,1,26,冬,曇,6.3,5.3,3
名古屋,2014,1,27,冬,快晴,2.9,2.7,0
名古屋,2014,1,28,冬,晴,5.4,1.9,0
名古屋,2014,1,29,冬,快晴,7,2.7,0
名古屋,2014,1,30,冬,雨,4.4,1.4,12.5
名古屋,2014,1,31,冬,晴,8.3,5,0.5
名古屋,2014,2,1,冬,薄曇,7.1,1.9,0
名古屋,2014,2,2,冬,曇,8.4,1.9,6
名古屋,2014,2,3,冬,曇,10.2,1.8,0.5
名古屋,2014,2,4,冬,晴,6,4.6,0
名古屋,2014,2,5,冬,晴,0.7,5.3,0
名古屋,2014,2,6,冬,薄曇,0.9,3.6,0
名古屋,2014,2,7,冬,薄曇,3.8,3,0
名古屋,2014,2,8,冬,雪,1.3,3.1,32
名古屋,2014,2,9,冬,晴,5.1,5.1,0
名古屋,2014,2,10,冬,晴,4.1,5.4,0
名古屋,2014,2,11,冬,快晴,2.9,4.9,0
名古屋,2014,2,12,冬,快晴,4,4.3,0
名古屋,2014,2,13,冬,薄曇,4.7,4.2,0
名古屋,2014,2,14,冬,みぞれ,1.5,4,44
名古屋,2014,2,15,冬,薄曇,4.7,5.2,19
名古屋,2014,2,16,冬,快晴,6,6.6,0
名古屋,2014,2,17,冬,薄曇,5.6,4.2,0
名古屋,2014,2,18,冬,晴,3.9,6.3,0
名古屋,2014,2,19,冬,薄曇,4,4.8,0
名古屋,2014,2,20,冬,薄曇,4.2,3.9,0
名古屋,2014,2,21,冬,快晴,4,5.1,0
名古屋,2014,2,22,冬,快晴,4,4.8,0
名古屋,2014,2,23,冬,快晴,4.8,3.8,0
名古屋,2014,2,24,冬,快晴,5.4,3.1,0
名古屋,2014,2,25,冬,晴,7.6,3.6,0
名古屋,2014,2,26,冬,晴,9.3,2.3,0
名古屋,2014,2,27,冬,雨,10.8,2.1,31
名古屋,2014,2,28,冬,薄曇,12.8,4.1,0
名古屋,2014,3,1,春,曇,11.3,2.2,1
名古屋,2014,3,2,春,薄曇,10.2,3.2,5
名古屋,2014,3,3,春,晴,8.1,4.7,0
名古屋,2014,3,4,春,雨,6.7,2,2
名古屋,2014,3,5,春,雨,7.4,4,23
名古屋,2014,3,6,春,晴,3.7,6.4,0
名古屋,2014,3,7,春,晴,3,4,0
名古屋,2014,3,8,春,晴,4.4,4.1,0
名古屋,2014,3,9,春,晴,5.8,3.4,0.5
名古屋,2014,3,10,春,晴,2.4,5.5,0
名古屋,2014,3,11,春,快晴,4.5,2.6,0
名古屋,2014,3,12,春,薄曇,9,1.7,0
名古屋,2014,3,13,春,雨,10.4,3.7,51
名古屋,2014,3,14,春,晴,6.9,7.2,0
名古屋,2014,3,15,春,晴,6.6,4.3,0
名古屋,2014,3,16,春,快晴,8.9,2.5,0
名古屋,2014,3,17,春,快晴,11.5,2.1,0
名古屋,2014,3,18,春,雨,11.3,2,1.5
名古屋,2014,3,19,春,薄曇,11,3.8,0
名古屋,2014,3,20,春,雨,9.2,3.2,4.5
名古屋,2014,3,21,春,晴,6.2,6.2,0
名古屋,2014,3,22,春,晴,7.1,4.5,0
名古屋,2014,3,23,春,快晴,10.1,3.4,0
名古屋,2014,3,24,春,快晴,12.7,2.4,0
名古屋,2014,3,25,春,晴,14.9,2,0
名古屋,2014,3,26,春,雨,12.4,1.4,20
名古屋,2014,3,27,春,晴,14.8,4,0.5
名古屋,2014,3,28,春,快晴,14.4,2.3,0
名古屋,2014,3,29,春,曇,15.1,2.6,1.5
名古屋,2014,3,30,春,雨,14.7,6.9,42.5
名古屋,2014,3,31,春,快晴,12.9,7.1,0
名古屋,2014,4,1,春,薄曇,13.4,3.4,0
名古屋,2014,4,2,春,薄曇,14.5,2.3,0
名古屋,2014,4,3,春,晴,16.1,2.4,2
名古屋,2014,4,4,春,雨,11.9,4.8,4.5
名古屋,2014,4,5,春,晴,8.8,3.6,4
名古屋,2014,4,6,春,曇,7.6,4.9,1
名古屋,2014,4,7,春,晴,10.7,2.6,0
名古屋,2014,4,8,春,快晴,14.6,3.9,0
名古屋,2014,4,9,春,快晴,15.9,2.3,0
名古屋,2014,4,10,春,快晴,14.1,4.9,0
名古屋,2014,4,11,春,薄曇,11.7,4.8,0
名古屋,2014,4,12,春,薄曇,13.4,3.5,0
名古屋,2014,4,13,春,薄曇,13.4,1.6,0
名古屋,2014,4,14,春,快晴,14.9,2.8,0
名古屋,2014,4,15,春,晴,16.3,2.7,0
名古屋,2014,4,16,春,薄曇,18.3,2.7,0
名古屋,2014,4,17,春,快晴,19.5,2.5,0
名古屋,2014,4,18,春,曇,16.3,2.6,3.5
名古屋,2014,4,19,春,晴,14.7,4.2,0
名古屋,2014,4,20,春,曇,11.4,1.7,8
名古屋,2014,4,21,春,雨,13.1,2.3,15
名古屋,2014,4,22,春,曇,14.9,3.8,0
名古屋,2014,4,23,春,快晴,15.8,3.9,0
名古屋,2014,4,24,春,晴,15.8,2.7,0
名古屋,2014,4,25,春,晴,17.1,2.5,0
名古屋,2014,4,26,春,快晴,17.8,2.7,0
名古屋,2014,4,27,春,晴,17.1,2.7,0
名古屋,2014,4,28,春,曇,16.4,2,0.5
名古屋,2014,4,29,春,雨,14.7,2.2,30.5
名古屋,2014,4,30,春,曇,16.8,3.9,59
名古屋,2014,5,1,春,曇,18.8,3,0
名古屋,2014,5,2,春,快晴,19.8,3.6,0
名古屋,2014,5,3,春,薄曇,18.3,4.2,0
名古屋,2014,5,4,春,薄曇,16.7,4.3,0
名古屋,2014,5,5,春,雨,15.4,2.7,16
名古屋,2014,5,6,春,薄曇,15.3,4.7,0
名古屋,2014,5,7,春,晴,15.7,2.7,0
名古屋,2014,5,8,春,薄曇,17.3,3.8,0
名古屋,2014,5,9,春,晴,18.3,4.2,1
名古屋,2014,5,10,春,快晴,19.1,5.3,0
名古屋,2014,5,11,春,快晴,19.3,3.6,0
名古屋,2014,5,12,春,曇,17.6,4.4,19
名古屋,2014,5,13,春,晴,20.7,3.9,17.5
名古屋,2014,5,14,春,薄曇,20.8,2.3,0
